Symbol	Tickers	ID	Created	ArrivalDate	ArrivalTime	CurlTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
FCHL	"[""FCHL""]"	nNFC5RBw0h	12:00:09.998	2026-06-16	12:00:10.161	12:00:10.372	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	1.27	NASDAQ	1.46	38.8	451.5278	2026-06-16 12:00:10.399596	0.144	0.192	0.664	-0.048	neutral	BAD	accepted:1005	sentiment_bad_released	-0.0035	-0.0041	0.0116	0.2565	-0.0378	2026-06-16 12:00:10.792114
PHR	"[""PHR""]"	nNFC86lZnR	12:00:12.581	2026-06-16	12:00:12.750	12:00:12.883	Bronstein, Gewirtz & Grossman LLC Urges Phreesia, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	49.77	NYSE	9.06	8.3	170.6064	2026-06-16 12:00:12.902768	0.1708	0.2267	0.6025	-0.0559	negative	BAD	accepted:1015	sentiment_bad_released	0.0333	0.0002	0.0256	0.3597	-0.0226	2026-06-16 12:00:13.388454
LSE	"[""LSE""]"	nGNX9QpsJk	12:12:43.093	2026-06-16	12:12:43.219	12:12:43.464	Leishen Energy Named as the No. 1 Bid Winner for Surface Control Integrated Devices with a Sinopec Oilfield	Globe Newswire	1.52	NASDAQ	3.94	573.9	234.1279	2026-06-16 12:12:43.490001	0.7765	0.014	0.2095	0.7625	positive	OK	accepted:1002	sentiment_ack	0.5438	0.6408	0.3432	0.8973	0.4423	2026-06-16 12:12:43.984243
PHR	"[""PHR""]"	nACSy7PCda	12:37:00.966	2026-06-16	12:37:01.088	12:37:01.292	Class Action Filed Against Phreesia, Inc. (PHR) Over Securities Violations - Contact Levi & Korsinsky Today	ACCESSWIRE	49.77	NYSE	9.06	8.3	170.6064	2026-06-16 12:37:01.312571	0.114	0.2245	0.6616	-0.1105	negative	BAD	accepted:1019	sentiment_bad_released	-0.1388	-0.25	-0.0727	0.4762	-0.1268	2026-06-16 12:37:01.660178
OPTH	"[""OPTH"", ""OPTI""]"	nPn1fTSFBa	12:37:33.751	2026-06-16	12:37:33.909	12:37:33.970	Optimi Health Launches Standardized Microdose Psilocybin Products for Clinical Research	PR Newswire	4.46	NASDAQ	4.55	47.0	287.9564	2026-06-16 12:37:33.997141	0.2316	0.0125	0.7559	0.2191	positive	OK	accepted:1017	sentiment_ack	0.231	0.2542	0.155	0.4767	0.1826	2026-06-16 12:37:35.122431
OBAI	"[""OBAI""]"	nGNX7Bqp6V	12:50:00.101	2026-06-16	12:50:00.206	12:50:00.416	Bond Announces a City Has Purchased Bond Licenses for All 270,000 Residents, Validating New B2G2C Growth Channel	Globe Newswire	14.71	NASDAQ	0.5428	50.1	630.9964	2026-06-16 12:50:00.445266	0.7322	0.0121	0.2557	0.72	positive	OK	accepted:1018	sentiment_ack	0.5917	0.6852	0.5336	0.8623	0.5672	2026-06-16 12:50:00.852334
VMAR	"[""VMAR""]"	nPn27T75ra	13:11:27.463	2026-06-16	13:11:27.673	13:11:27.960	Vision Marine Technologies Highlights One Year of Nautical Ventures Integration, Operational Discipline and Platform Expansion	PR Newswire	1.89	NASDAQ	0.325	17.5	624.9909	2026-06-16 13:11:27.985434	0.5972	0.0122	0.3905	0.585	positive	OK	accepted:1014	sentiment_ack	0.2237	0.1687	0.2069	0.8133	0.1942	2026-06-16 13:11:28.689088
GLOO	"[""GLOO""]"	nBw22pTNja	13:26:00.100	2026-06-16	13:26:00.253	13:26:00.512	Majority of Pastors Use AI in Ministry Amid Concerns and Caution, New Research Finds	Business Wire	11.31	NASDAQ	4.57	60.9	295.8388	2026-06-16 13:26:00.532781	0.1372	0.0456	0.8172	0.0916	positive	BAD	accepted:1007	sentiment_bad_released	0.1222	0.1736	0.0987	0.4733	0.0958	2026-06-16 13:26:00.970593
NTHI	"[""NTHI""]"	nGNX5vsj0p	13:49:34.112	2026-06-16	13:49:34.218	13:49:34.444	Brain Cancer Innovator NeOnc Heads into Critical Data Season with Fresh Abu Dhabi IND	Globe Newswire	3.84	NASDAQ	4.75	177.1	260.855	2026-06-16 13:49:34.465580	0.394	0.1458	0.4602	0.2483	positive	OK	accepted:1013	sentiment_ack	0.4393	0.5277	0.4191	0.823	0.4477	2026-06-16 13:49:34.952244
SUGP	"[""SUGP""]"	nPn9gVnlZa	14:16:56.334	2026-06-16	14:16:56.456	14:16:56.741	SU Group Holdings Limited Announces Board Approval of Warrant Exercise Price Adjustment	PR Newswire	0.47	NASDAQ	0.94	13.3	533.1195	2026-06-16 14:16:56.760488	0.19	0.0323	0.7777	0.1577	positive	BAD	accepted:1001	sentiment_bad_released	0.3106	0.3839	0.2139	0.6183	0.3091	2026-06-16 14:16:57.323816
HHS	"[""HHS""]"	nACSm2yb5a	14:45:00.752	2026-06-16	14:45:00.850	14:45:01.059	Harte Hanks Receives Lenovo Operational Excellence Award for Driving AI-Enabled CX Performance and Operational Scale for Motorola	ACCESSWIRE	3.91	NASDAQ	2.52	23400.0	158.7273	2026-06-16 14:45:01.084081	0.8098	0.0201	0.1701	0.7896	positive	OK	accepted:1009	sentiment_ack	0.6162	0.7012	0.4727	0.8589	0.583	2026-06-16 14:45:01.417656
FCHL	"[""FCHL""]"	nGNXh7RWN	15:48:38.104	2026-06-16	15:48:38.205	15:48:38.437	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Fitness Champs Holdings Ltd. of Class Action Lawsuit and Upcoming Deadlines – FCHL	Globe Newswire	1.27	NASDAQ	1.46	38.8	451.5278	2026-06-16 15:48:38.465346	0.1886	0.4121	0.3992	-0.2235	negative	BAD	accepted:1011	sentiment_bad_released	-0.138	-0.2004	-0.0465	0.0739	-0.0451	2026-06-16 15:48:38.865894
