Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
AERT	"[""AERT""]"	nGNX8kBssS	2026-06-10 08:30:01.602	Aeries Delivers Fiscal 2026 with Record Profitability, Positive Cash Generation and Growing GCC Momentum	Globe Newswire	12.7	NASDAQ	0.7907	761.5	488.8986	2026-06-10 08:30:01.653636	0.8877	0.0135	0.0987	0.8742	positive	OK	accepted:1006	sentiment_ack	0.5919	0.6092	0.5619	0.9251	0.6065	2026-06-10 08:30:02.973824
SNAL	"[""SNAL""]"	nGNX3W0w2s	2026-06-10 08:30:01.853	Snail Games Officially Launches Bellwright on Console and Unveiled New ARK Franchise Content at IGN Live 2026	Globe Newswire	13.49	NASDAQ	0.7869	685.3	806.1735	2026-06-10 08:30:01.944516	0.2324	0.0132	0.7544	0.2192	positive	OK	accepted:1008	sentiment_ack	0.4944	0.5937	0.4216	0.8423	0.4607	2026-06-10 08:30:03.229404
SLB	"[""SLB""]"	nBw9xrBJ2a	2026-06-10 08:30:03.749	SLB to Host 2026 Digital Investor Day	Business Wire	1490.0	NYSE		44444.0	44444.0	2026-06-10 08:30:03.774203	0.1217	0.016	0.8623	0.1057	positive	BAD	accepted:1000	sentiment_bad_released	0.2393	0.2328	0.1191	0.3959	0.1497	2026-06-10 08:30:04.190208
JTAI	"[""JTAI""]"	nGNXb1HWqh	2026-06-10 08:30:07.287	"Jet.AI to Present in Maxim Group’s “Architecting Tomorrow: The AI Data Center Summit"" on Thursday, June 11, 2026 at 1:30 p.m. ET"	Globe Newswire	1.37	NASDAQ	7.81	747.6	270.3376	2026-06-10 08:30:07.322250	0.0866	0.0246	0.8888	0.062	positive	BAD	accepted:1009	sentiment_bad_released	0.12	0.1281	0.0632	0.352	0.0975	2026-06-10 08:30:08.442129
FLD	"[""FLD""]"	nGNX8lWmxV	2026-06-10 08:30:07.494	Fold Eliminates $20 Million of Debt, Secures $25 Million of Non-Dilutive Capital to Accelerate Next Phase of Growth	Globe Newswire	7.37	NASDAQ	0.6121	1312.9	523.118	2026-06-10 08:30:07.543539	0.7875	0.0163	0.1962	0.7712	positive	OK	accepted:1014	sentiment_ack	0.6125	0.7084	0.6125	0.8977	0.6211	2026-06-10 08:30:08.798408
TRNR	"[""TRNR""]"	nACSzPDDla	2026-06-10 08:30:07.511	TRNR Publishes Q&A With Ergatta Co-Founder and CEO Tom Aulet on the Business Behind Its Newest Brand	ACCESSWIRE	2.3309	NASDAQ	0.695	970.1	573.1232	2026-06-10 08:30:07.581864	0.0719	0.016	0.912	0.0559	positive	BAD	accepted:1011	sentiment_bad_released	0.3151	0.3297	0.1868	0.5783	0.1596	2026-06-10 08:30:09.249291
NCPL	"[""NCPL"", ""NCPLW""]"	nGNX9pFMqH	2026-06-10 08:30:07.832	Netcapital to Host Investor Conference Call on July 7, 2026	Globe Newswire	4.38	NASDAQ	0.8746	147.4	500.9673	2026-06-10 08:30:07.897525	0.0661	0.0158	0.9181	0.0504	positive	BAD	accepted:1012	sentiment_bad_released	0.0687	0.1348	0.0411	0.2261	0.0624	2026-06-10 08:30:10.272439
MMA	"[""MMA""]"	nGNX2pQ80F	2026-06-10 08:30:07.811	NYSE: MMA Expands BJJLink Beyond Gym Management with Launch Of AI-Powered Member Acquisition Platform	Globe Newswire	21.14	NYSE AMERICAN	0.81	599.6	880.1193	2026-06-10 08:30:07.873797	0.7792	0.0081	0.2128	0.7711	positive	OK	accepted:1007	sentiment_ack	0.4439	0.5812	0.4056	0.8061	0.4565	2026-06-10 08:30:10.368605
TROW	"[""TROW""]"	nPnb6HQ7xa	2026-06-10 08:30:09.192	T. ROWE PRICE GROUP REPORTS MONTH-END ASSETS UNDER MANAGEMENT FOR MAY 2026	PR Newswire	210.31	NASDAQ		44444.0	44444.0	2026-06-10 08:30:09.227571	0.0376	0.0355	0.9269	0.002	neutral	BAD	accepted:1016	sentiment_bad_released	0.1851	0.1666	0.0981	0.2699	0.1043	2026-06-10 08:30:10.846033
LFS	"[""LFS""]"	nPn4pZQ7va	2026-06-10 08:30:09.563	LEIFRAS Co., Ltd. Announces Entry into Kawasaki City Through New School Club Support Contract	PR Newswire	6.594	NASDAQ	1.98	143.4	285.7405	2026-06-10 08:30:09.612719	0.5728	0.015	0.4122	0.5578	positive	OK	accepted:1005	sentiment_ack	0.3903	0.4943	0.3579	0.8134	0.404	2026-06-10 08:30:11.265811
SPGI	"[""SPGI""]"	nPn8HHF4Ga	2026-06-10 08:30:09.623	Container Port Performance Index 2025 Reveals Ports' Pivotal Role in Supply Chain Stability	PR Newswire	295.25	NYSE		44444.0	44444.0	2026-06-10 08:30:09.671316	0.5863	0.0151	0.3986	0.5712	positive	OK	accepted:1017	sentiment_ack	0.352	0.4139	0.3236	0.8551	0.2088	2026-06-10 08:30:11.512429
NCPLW	"[""NCPL"", ""NCPLW""]"	nGNX9pFMqH	2026-06-10 08:30:07.832	Netcapital to Host Investor Conference Call on July 7, 2026	Globe Newswire	4.3878	NASDAQ		16619.6	317.1007	2026-06-10 08:30:07.905290	0.0661	0.0158	0.9181	0.0504	positive	BAD	no_reply	sentiment_bad_released	0.083	0.1218	0.0466	0.2754	0.0609	2026-06-10 08:30:12.880927
DHX	"[""DHX""]"	nBw1L4ZHXa	2026-06-10 08:30:12.449	DHI Group to Present at the Planet MicroCap Las Vegas Investor Conference on June 17-18, 2026	Business Wire	34.83	NYSE	3.53	11780.0	4711.25	2026-06-10 08:30:12.511477	0.1011	0.0184	0.8805	0.0827	positive	BAD	accepted:1003	sentiment_bad_released	0.1821	0.128	0.1033	0.2257	0.0963	2026-06-10 08:30:13.006615
WAVE	"[""WAVE"", ""1KW0Y""]"	nNFC9Dd08b	2026-06-10 08:30:13.222	Eco Wave Power to Present at Planet MicroCap Las Vegas 2026 Powered by MicroCapClub	Newsfile Corp	5.61	NASDAQ	7.9	13300.0	389.7308	2026-06-10 08:30:13.262445	0.1655	0.011	0.8235	0.1545	positive	BAD	accepted:1019	sentiment_bad_released	0.4022	0.5111	0.3639	0.7644	0.3259	2026-06-10 08:30:14.351814
1KW0Y	"[""WAVE"", ""1KW0Y""]"	nNFC9Dd08b	2026-06-10 08:30:13.222	Eco Wave Power to Present at Planet MicroCap Las Vegas 2026 Powered by MicroCapClub	Newsfile Corp		NASDAQ		44444.0	44444.0	2026-06-10 08:30:13.270651	0.1655	0.011	0.8235	0.1545	positive	BAD	no_reply	sentiment_bad_released	0.435	0.5289	0.3887	0.7644	0.3591	2026-06-10 08:30:18.245443
BCHT	"[""BCHT""]"	nGNX6hFghm	2026-06-10 08:44:53.419	Birchtech Announces Promotion of Jim Trettel to Chief Operating Officer	Globe Newswire	19.79	NYSE AMERICAN	1.89	4083.2	372.5964	2026-06-10 08:44:53.442089	0.1072	0.0362	0.8565	0.071	positive	BAD	accepted:1004	sentiment_bad_released	0.4928	0.5907	0.3835	0.7883	0.2616	2026-06-10 08:44:53.918726
LUMN	"[""LUMN""]"	nBwbvDnqwa	2026-06-10 08:45:00.891	Lumen Technologies, Inc. and Qwest Corporation Announce Expiration and Final Results of Exchange Offers and Consent Solicitations	Business Wire	946.19	NYSE		44444.0	44444.0	2026-06-10 08:45:00.918880	0.0609	0.0199	0.9193	0.041	neutral	BAD	accepted:1013	sentiment_bad_released	0.184	0.1351	0.0862	0.2473	0.0658	2026-06-10 08:45:01.739887
PANL	"[""PANL""]"	nGNX7mN9bW	2026-06-10 08:49:06.325	Involuntary Removal of Directors of Pangaea Logistics Solutions Ltd. Raises Serious Corporate Governance Concerns	Globe Newswire	31.87	NASDAQ	7.31	5048.6	6721.1286	2026-06-10 08:49:06.444536	0.019	0.82	0.1611	-0.801	negative	BAD	accepted:1018	sentiment_bad_released	-0.2438	-0.332	-0.1925	0.2653	-0.2201	2026-06-10 08:49:06.938535
KIM	"[""KIM""]"	nGNX8K4rf0	2026-06-10 08:54:30.324	Kimco Realty OP, LLC Announces Proposed Exchangeable Senior Notes Offering	Globe Newswire	656.08	NYSE		44444.0	44444.0	2026-06-10 08:54:30.359416	0.192	0.0204	0.7875	0.1716	positive	BAD	accepted:1002	sentiment_bad_released	0.1298	0.1147	0.081	0.2529	0.108	2026-06-10 08:54:31.069464
DHR	"[""DHR""]"	nPn5X9myqa	2026-06-10 08:56:17.549	Danaher Completes Acquisition of Masimo Corporation	PR Newswire	644.95	NYSE		44444.0	44444.0	2026-06-10 08:56:17.575609	0.1761	0.0199	0.804	0.1561	positive	BAD	accepted:1000	sentiment_bad_released	0.3483	0.4702	0.2527	0.8175	0.2902	2026-06-10 08:56:18.408774
SWAG	"[""SWAG"", ""SWAGW""]"	nGNX7JMKcz	2026-06-10 08:57:00.333	Stran & Company Secures New Contract with Leading Construction Solutions Provider	Globe Newswire	8.26	NASDAQ	2.03	24700.0	1237.6842	2026-06-10 08:57:00.371161	0.8801	0.0126	0.1072	0.8675	positive	OK	accepted:1011	sentiment_ack	0.5765	0.6566	0.4646	0.8412	0.5675	2026-06-10 08:57:01.657263
SWAGW	"[""SWAG"", ""SWAGW""]"	nGNX7JMKcz	2026-06-10 08:57:00.333	Stran & Company Secures New Contract with Leading Construction Solutions Provider	Globe Newswire	9.7883	NASDAQ		21324.9	402.0271	2026-06-10 08:57:00.367192	0.8801	0.0126	0.1072	0.8675	positive	OK	no_reply	sentiment_ack	0.5942	0.6736	0.4843	0.8541	0.5995	2026-06-10 08:57:05.366736
S	"[""S""]"	nBw62TBcpa	2026-06-10 09:00:00.488	SentinelOne Named Pax8’s Partner’s Most Valuable Vendor in EMEA at Beyond 2026	Business Wire	318.93	NYSE		44444.0	44444.0	2026-06-10 09:00:00.513645	0.5364	0.0154	0.4482	0.521	positive	OK	accepted:1012	sentiment_ack	0.5971	0.6587	0.5461	0.8491	0.6161	2026-06-10 09:00:01.156573
CVS	"[""CVS""]"	nACSPCkzga	2026-06-10 09:00:00.794	CVS Caremark Delivers Affordability and Access to GLP-1 Weight Management Medications With Expanded Coverage Options	ACCESSWIRE	1270.0	NYSE		44444.0	44444.0	2026-06-10 09:00:00.849460	0.9188	0.0103	0.0709	0.9085	positive	OK	accepted:1016	sentiment_ack	0.5384	0.6527	0.4593	0.8779	0.4802	2026-06-10 09:00:01.778684
LUD	"[""LUD""]"	nGNE8ZrJpj	2026-06-10 09:00:00.830	Luda Technology Group Limited Announces Strategic Exploration of the Global Data Centre Industry	Globe Newswire	2.69	NYSE	4.79	34200.0	633.5556	2026-06-10 09:00:00.866546	0.5012	0.0338	0.465	0.4674	positive	OK	accepted:1015	sentiment_ack	0.476	0.5613	0.3875	0.7555	0.4381	2026-06-10 09:00:02.018249
ONMD	"[""ONMD""]"	nGNX33N8PR	2026-06-10 09:00:07.576	OneMedNet Executes on Growth Strategy: Secures Over $3 Million in New Bookings, Surpassing Full-Year 2025	Globe Newswire	16.76	NASDAQ	0.6452	2913.8	707.0976	2026-06-10 09:00:07.599112	0.8898	0.014	0.0962	0.8758	positive	OK	accepted:1008	sentiment_ack	0.5814	0.6749	0.5525	0.8629	0.5474	2026-06-10 09:00:08.451624
COSM	"[""COSM""]"	nGNE8l4LzX	2026-06-10 09:00:07.422	Cosmos Health CEO Issues Letter to Shareholders: Building an Innovative AI-Driven Global Healthcare Platform — Record Growth with U.S. Expansion Underway	Globe Newswire	33.22	NASDAQ	0.2233	198.5	1376.6283	2026-06-10 09:00:07.461914	0.8298	0.0099	0.1603	0.8199	positive	OK	accepted:1006	sentiment_ack	0.4383	0.562	0.4383	0.8608	0.4572	2026-06-10 09:00:08.695150
RF	"[""RF""]"	nBw3stPKma	2026-06-10 09:00:08.853	Regions Financial Corp. Announces Quarterly Earnings Release Dates for 2027	Business Wire	850.85	NYSE		44444.0	44444.0	2026-06-10 09:00:08.870153	0.0626	0.0482	0.8891	0.0144	neutral	BAD	accepted:1003	sentiment_bad_released	0.059	0.0522	0.0376	0.072	0.0344	2026-06-10 09:00:09.298648
SYF	"[""SYF""]"	nPn5LRlMga	2026-06-10 09:00:09.140	Synchrony's CareCredit Makes It Easy to Pay for Your Pet's Training, Boarding, Daycare and Grooming with Pet Resort Hospitality Group Partnership	PR Newswire	334.64	NYSE		44444.0	44444.0	2026-06-10 09:00:09.207539	0.1167	0.0122	0.8711	0.1045	positive	BAD	accepted:1010	sentiment_bad_released	0.5332	0.6098	0.5332	0.7777	0.5172	2026-06-10 09:00:10.618303
VNET	"[""VNET""]"	nGNX2MT6tN	2026-06-10 09:00:09.197	Pomerantz LLP Announces Proposed Class Action Settlement on Behalf of all Persons and Entities that Purchased and/or Otherwise Acquired the American Depositary Shares of VNET Group, Inc. (VNET)	Globe Newswire	269.16	NASDAQ		44444.0	44444.0	2026-06-10 09:00:09.289415	0.4289	0.0776	0.4935	0.3513	positive	OK	skipped:excluded_string	skipped:not_armed	0.0538	0.0626	0.0324	0.2012	0.0353	2026-06-10 09:00:11.403617
CWAN	"[""CWAN""]"	nBw3NnSjla	2026-06-10 09:00:09.427	Clearwater Analytics Unifies Factor Risk Across Portfolio Management and Risk Oversight	Business Wire	285.35	NYSE		44444.0	44444.0	2026-06-10 09:00:09.447972	0.0959	0.016	0.8881	0.0798	positive	BAD	accepted:1019	sentiment_bad_released	0.1845	0.2401	0.1363	0.4735	0.144	2026-06-10 09:00:11.718944
Q	"[""Q""]"	nBw3sZb8ta	2026-06-10 09:00:09.518	Qnity Launches Optivision™ Max CMP Pad Family to Enable Next-Generation Semiconductor Manufacturing	Business Wire	209.05	NYSE		44444.0	44444.0	2026-06-10 09:00:09.544532	0.2152	0.0103	0.7745	0.205	positive	OK	accepted:1014	sentiment_ack	0.4393	0.508	0.288	0.7791	0.3191	2026-06-10 09:00:12.186198
HPE	"[""HPE""]"	nBw7lrfxxa	2026-06-10 09:00:09.575	S k y Co., Ltd. Accelerates Secure AI Development With HPE Private Cloud AI	Business Wire	1320.0	NYSE		44444.0	44444.0	2026-06-10 09:00:09.593099	0.5075	0.0107	0.4818	0.4968	positive	OK	accepted:1007	sentiment_ack	0.4906	0.6034	0.4664	0.7969	0.427	2026-06-10 09:00:12.580729
AJG	"[""AJG""]"	nPn8lL9T4a	2026-06-10 09:01:16.592	Gallagher Survey Finds Business Owners Are Taking More Integrated Approaches to Risk as Pressures Mount	PR Newswire	251.96	NYSE		44444.0	44444.0	2026-06-10 09:01:16.625253	0.5841	0.0597	0.3562	0.5243	positive	OK	accepted:1001	sentiment_ack	0.2292	0.2767	0.2224	0.7553	0.2265	2026-06-10 09:01:17.163815
SOUN	"[""SOUN""]"	nGNX1zLmWF	2026-06-10 09:03:00.465	SoundHound AI Named As Overall Leader in The 2026 ISG Buyers Guide™ for Conversational AI Emerging Providers	Globe Newswire	391.04	NASDAQ		44444.0	44444.0	2026-06-10 09:03:00.493083	0.7909	0.0153	0.1938	0.7756	positive	OK	accepted:1005	sentiment_ack	0.446	0.539	0.3535	0.8162	0.4736	2026-06-10 09:03:01.165555
VVOS	"[""VVOS""]"	nGNX2Y881L	2026-06-10 09:03:45.653	Vivos Therapeutics Announces Key Collaboration Agreement with Multi-Location Florida Cardiology Group to Extend Much Needed Sleep Apnea and Insomnia Diagnosis and Treatment to Cardiovascular Patients	Globe Newswire	10.14	NASDAQ	0.7002	1429.5	562.0584	2026-06-10 09:03:45.682961	0.9218	0.0141	0.064	0.9077	positive	OK	accepted:1017	sentiment_ack	0.4647	0.5399	0.4237	0.8293	0.4466	2026-06-10 09:03:46.420564
MU	"[""MU""]"	nGNX8yzn9z	2026-06-10 09:05:00.437	Micron Selects Bechtel as Construction Partner for Historic New York Semiconductor Project	Globe Newswire	1120.0	NASDAQ		44444.0	44444.0	2026-06-10 09:05:00.453632	0.1881	0.0144	0.7976	0.1737	positive	BAD	accepted:1004	sentiment_bad_released	0.4478	0.5477	0.4254	0.7473	0.404	2026-06-10 09:05:01.326740
AMIX	"[""AMIX""]"	nGNXbHwd0g	2026-06-10 09:05:00.603	Autonomix Medical Announces Release of New CEO Corner Segment Highlighting Global Scientific and Clinical Recognition of Platform Technology	Globe Newswire	10.88	NASDAQ	0.4047	3230.0	683.5521	2026-06-10 09:05:00.627932	0.4976	0.01	0.4924	0.4876	positive	OK	accepted:1013	sentiment_ack	0.2934	0.3457	0.2109	0.7302	0.3128	2026-06-10 09:05:01.554035
PICS	"[""PICS""]"	nNFCbK5XCQ	2026-06-10 09:06:10.925	Berger Montague PC Investigating Claims on Behalf of PicS N.V. (PICS) Investors After Class Action Filing	Newsfile Corp	22.23	NASDAQ	9.79	5700.0	1431.4337	2026-06-10 09:06:10.946491	0.1504	0.2199	0.6296	-0.0695	negative	BAD	accepted:1018	sentiment_bad_released	-0.1021	-0.2612	-0.0461	0.2897	-0.0431	2026-06-10 09:06:11.404938
MFM	"[""MFM"", ""VFL""]"	nPn415dVDa	2026-06-10 09:08:58.043	abrdn National Municipal Income Fund (VFL) Announces Shareholder Approval Relating to Proposed Reorganization and Details about Its Reorganization into Aberdeen Municipal Income Fund (MFM)	PR Newswire	41.19	NYSE	5.38	34200.0	654.4444	2026-06-10 09:08:58.089855	0.1407	0.0202	0.8391	0.1206	positive	BAD	accepted:1002	sentiment_bad_released	0.1978	0.1602	0.0751	0.411	0.1249	2026-06-10 09:08:58.886572
VFL	"[""MFM"", ""VFL""]"	nPn415dVDa	2026-06-10 09:08:58.043	abrdn National Municipal Income Fund (VFL) Announces Shareholder Approval Relating to Proposed Reorganization and Details about Its Reorganization into Aberdeen Municipal Income Fund (MFM)	PR Newswire	12.28	NYSE	10.21	34200.0	480.25	2026-06-10 09:08:58.085720	0.1407	0.0202	0.8391	0.1206	positive	BAD	accepted:1000	sentiment_bad_released	-0.0158	-0.0189	0.0241	0.1261	0.0372	2026-06-10 09:08:58.886691
CPOP	"[""CPOP""]"	nPn20djvca	2026-06-10 09:10:00.451	POP Culture Group Reports Stellar Half-Year Results: Robust Business Growth with Revenue Surging 141% Year-Over-Year	PR Newswire	20.36	NASDAQ	0.36	9816.7	695.9483	2026-06-10 09:10:00.478258	0.9317	0.0245	0.0438	0.9072	positive	OK	accepted:1011	sentiment_ack	0.5091	0.5352	0.4595	0.9212	0.5423	2026-06-10 09:10:00.966249
INDI	"[""INDI""]"	nBw6KfQyQa	2026-06-10 09:15:00.801	indie Launches Edge AI SoC to Power Smarter Perception Systems for Automotive and Humanoids	Business Wire	208.9	NASDAQ		44444.0	44444.0	2026-06-10 09:15:00.827331	0.2548	0.0135	0.7317	0.2412	positive	OK	accepted:1009	sentiment_ack	0.387	0.5185	0.3697	0.752	0.3139	2026-06-10 09:15:02.450688
OPTH	"[""OPTH"", ""OPTI""]"	nGNX6vJFhQ	2026-06-10 09:15:00.876	Optimi Health Completes First Export of Psilocybin to the United Kingdom for Phase 2 Clinical Trial	Globe Newswire	3.41	NASDAQ	4.92	3016.0	472.2063	2026-06-10 09:15:00.895236	0.6853	0.0098	0.3049	0.6755	positive	OK	accepted:1003	sentiment_ack	0.3048	0.3882	0.2325	0.63	0.2399	2026-06-10 09:15:02.872328
OPTI	"[""OPTH"", ""OPTI""]"	nGNX6vJFhQ	2026-06-10 09:15:00.876	Optimi Health Completes First Export of Psilocybin to the United Kingdom for Phase 2 Clinical Trial	Globe Newswire		NASDAQ		44444.0	44444.0	2026-06-10 09:15:00.900151	0.6853	0.0098	0.3049	0.6755	positive	OK	accepted:1010	sentiment_ack	0.3048	0.4146	0.2765	0.63	0.2859	2026-06-10 09:15:02.872438
MAIA	"[""MAIA""]"	nGNXb6yWjM	2026-06-10 09:15:01.160	MAIA Biotechnology Activates and Opens Enrollment at Second U.S. Clinical Site for International Phase 2 THIO-101 Expansion Trial	Globe Newswire	50.71	NYSE AMERICAN	1.3	675.6	715.7504	2026-06-10 09:15:01.214980	0.7257	0.0137	0.2606	0.7119	positive	OK	accepted:1019	sentiment_ack	0.4391	0.5132	0.4212	0.7586	0.4569	2026-06-10 09:15:03.576581
NXL	"[""NXL""]"	nGNX2GvtZv	2026-06-10 09:15:01.242	Nexalin Technology Reports Compelling Clinical Trial Results in Brazil to Support Product Launch. Trial Demonstrates 77.8% Anxiety Response Rate and Durable Benefits Across Depression, Insomnia and Quality of Life as Company Advances Brazilian Sales Plan.	Globe Newswire	16.33	NASDAQ	0.45	1352.0	1354.0069	2026-06-10 09:15:01.335248	0.9184	0.0169	0.0646	0.9015	positive	OK	accepted:1012	sentiment_ack	0.2241	0.2176	0.2144	0.8612	0.2971	2026-06-10 09:15:03.957948
AMZN	"[""AMZN""]"	nBwLb6z1a	2026-06-10 09:15:01.648	Amazon Names Kin by Tayari Jones the No. 1 Book of 2026 So Far	Business Wire	9790.0	NASDAQ		44444.0	44444.0	2026-06-10 09:15:01.725137	0.2117	0.0454	0.7429	0.1663	positive	OK	accepted:1006	sentiment_ack	0.2324	0.3275	0.2235	0.5791	0.2201	2026-06-10 09:15:04.869627
LAES	"[""LAES"", ""8OE""]"	nGNX5kJwqc	2026-06-10 09:15:01.275	SEALSQ’s CEO Carlos Moreira to Lead Quantum Semiconductor Discussions at GSA European Executive Forum in Munich	Globe Newswire	215.52	NASDAQ		44444.0	44444.0	2026-06-10 09:15:01.349842	0.1216	0.0202	0.8582	0.1014	positive	BAD	accepted:1016	sentiment_bad_released	0.3294	0.4373	0.283	0.7053	0.2043	2026-06-10 09:15:04.896824
8OE	"[""LAES"", ""8OE""]"	nGNX5kJwqc	2026-06-10 09:15:01.275	SEALSQ’s CEO Carlos Moreira to Lead Quantum Semiconductor Discussions at GSA European Executive Forum in Munich	Globe Newswire		NASDAQ		44444.0	44444.0	2026-06-10 09:15:01.351029	0.1216	0.0202	0.8582	0.1014	positive	BAD	no_reply	sentiment_bad_released	0.3397	0.4495	0.2893	0.7053	0.2093	2026-06-10 09:15:06.312381
HYFT	"[""HYFT""]"	nBw4XHLgGa	2026-06-10 09:16:00.388	MindWalk Holdings Corp. (NASDAQ: HYFT) Launches ReefIQ™, a Biological Context Layer for AI Drug Discovery	Business Wire	42.36	NASDAQ	1.66	2348.9	677.2037	2026-06-10 09:16:00.417842	0.164	0.0172	0.8188	0.1468	positive	BAD	accepted:1008	sentiment_bad_released	0.0741	0.0283	0.0453	0.1519	0.0507	2026-06-10 09:16:00.932969
PAYX	"[""PAYX""]"	nGNX31j6LF	2026-06-10 09:18:25.710	Paychex Schedules Fourth Quarter Fiscal 2026 Earnings Conference Call on June 24, 2026	Globe Newswire	321.57	NASDAQ		44444.0	44444.0	2026-06-10 09:18:25.739404	0.04	0.0502	0.9098	-0.0102	neutral	BAD	accepted:1014	sentiment_bad_released	0.2908	0.2996	0.1398	0.4434	0.1456	2026-06-10 09:18:26.065785
IMPP	"[""IMPP""]"	nGNX1n7bVG	2026-06-10 09:20:00.569	Imperial Petroleum Inc. Declares Dividend on Series A Preferred Shares	Globe Newswire	31.12	NASDAQ	5.18	3705.0	2026.641	2026-06-10 09:20:00.591397	0.181	0.0624	0.7566	0.1186	positive	BAD	accepted:1007	sentiment_bad_released	0.2074	0.1389	0.0849	0.2354	0.0912	2026-06-10 09:20:00.990976
MVIS	"[""MVIS""]"	nACSmLVl2a	2026-06-10 09:20:02.520	MicroVision Signs Long-Term Development Agreement to Advance Lidar for Next-Generation Autonomous Hauling Solutions	ACCESSWIRE	327.1	NASDAQ		44444.0	44444.0	2026-06-10 09:20:02.539120	0.7054	0.009	0.2856	0.6964	positive	OK	accepted:1001	sentiment_ack	0.3573	0.4755	0.3066	0.7806	0.4147	2026-06-10 09:20:03.071115
DLPN	"[""DLPN""]"	nACSYRqhca	2026-06-10 09:25:00.663	Dolphin Subsidiary The Digital Dept. Partners With Vidcon To Power Featured Creator Gifting Lounge At Vidcon Anaheim 2026	ACCESSWIRE	9.2	NASDAQ	1.14	23028.0	332.0714	2026-06-10 09:25:00.689025	0.2503	0.008	0.7417	0.2423	positive	OK	accepted:1005	sentiment_ack	0.3326	0.4514	0.2998	0.7396	0.3182	2026-06-10 09:25:01.286331
EHTH	"[""EHTH""]"	nPnGGXCQa	2026-06-10 09:26:54.625	Survey: Half of Americans Say They Turn to AI for Medical Advice, with a Majority Trusting the Guidance	PR Newswire	28.39	NASDAQ	1.65	3453.7	1765.3675	2026-06-10 09:26:54.642677	0.1489	0.0561	0.7949	0.0928	positive	BAD	accepted:1017	sentiment_bad_released	0.0675	0.031	0.0679	0.5898	0.1561	2026-06-10 09:26:55.183833
GOAI	"[""GOAI""]"	nGNXNxBth	2026-06-10 09:30:00.452	Eva Live Signs Letter of Intent to Acquire Psquared, Supercharging Its AI-Powered Performance Marketing Platform in a $1 Trillion Digital Ad Market	Globe Newswire	10.79	NASDAQ	2.53	124.7	339.5367	2026-06-10 09:30:00.484942	0.27	0.0199	0.7101	0.2501	positive	OK	accepted:1004	sentiment_ack	0.5587	0.6491	0.5344	0.8832	0.5478	2026-06-10 09:30:01.148611
LLY	"[""LLY""]"	nPn1zVk63a	2026-06-10 09:30:01.773	Zepbound (tirzepatide) and Shaquille O'Neal launch national campaign after NBA legend learns the obstructive sleep apnea he has lived with for years is treatable	PR Newswire	847.08	NYSE		44444.0	44444.0	2026-06-10 09:30:01.809755	0.4102	0.1256	0.4642	0.2846	positive	OK	accepted:1018	sentiment_ack	0.1689	0.1883	0.1584	0.4613	0.1377	2026-06-10 09:30:02.873224
BAC	"[""BAC""]"	nPn7GszxWa	2026-06-10 09:30:02.457	Bank of America Introduces New Ways to Reward Clients, Manage Payments and Track Credit	PR Newswire	7080.0	NYSE		44444.0	44444.0	2026-06-10 09:30:02.503531	0.1778	0.013	0.8092	0.1648	positive	BAD	accepted:1002	sentiment_bad_released	0.287	0.386	0.2766	0.7006	0.2634	2026-06-10 09:30:03.178471
SPGI	"[""SPGI""]"	nPn7149kya	2026-06-10 09:30:03.421	CARFAX: Top 10 Vehicles Targeted by Recent Catalytic Converters Thefts	PR Newswire	295.25	NYSE		44444.0	44444.0	2026-06-10 09:30:03.456252	0.1365	0.0867	0.7768	0.0499	neutral	BAD	accepted:1000	sentiment_bad_released	-0.1306	-0.16	-0.0537	0.1219	-0.0591	2026-06-10 09:30:03.937144
LEGT	"[""LEGT""]"	nGNX9SDBMV	2026-06-10 09:30:00.575	"Einride, a Global Leader in Autonomous and Electric Freight, Commences Trading on Nasdaq Under Tickers ""ENRD"" and “ENRDW”"	Globe Newswire	18.46	NYSE AMERICAN	9.52	56.7	246.3502	2026-06-10 09:30:00.597679	0.0917	0.014	0.8943	0.0777	positive	BAD	no_reply	sentiment_bad_released	0.4218	0.526	0.3315	0.8036	0.2611	2026-06-10 09:30:05.586145
ZTS	"[""ZTS""]"	nPn6wvRFna	2026-06-10 09:33:09.452	ZTS Deadline Alert: Levi & Korsinsky Reminds Zoetis Inc. (ZTS) Investors of Securities Class Action Deadline on July 27, 2026	PR Newswire	416.83	NYSE		44444.0	44444.0	2026-06-10 09:33:09.478286	0.1519	0.0897	0.7583	0.0622	positive	BAD	accepted:1011	sentiment_bad_released	-0.3215	-0.3599	-0.0849	0.0148	-0.1278	2026-06-10 09:33:09.895234
CSCO	"[""CSCO""]"	nACS40x5Fa	2026-06-10 09:35:00.624	Biochar's Triple Win: Healthier Soils, Improved Crops, and Decarbonization	ACCESSWIRE	3930.0	NASDAQ		44444.0	44444.0	2026-06-10 09:35:00.648841	0.7871	0.0109	0.202	0.7762	positive	OK	accepted:1016	sentiment_ack	0.2549	0.3509	0.2151	0.7582	0.2179	2026-06-10 09:35:01.191075
