Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Trigger
RVP	"[""RVP""]"	nBw4wmmNLa	2026-05-15 16:19:00	Retractable Technologies, Inc. Results for the Period Ended March 31, 2026	Business Wire	12.21	NYSE AMERICAN	2026-05-15 16:19:00.177918	0.0727	0.1075	0.8197	-0.0348	neutral	NO:sentiment_score
UAVS	"[""UAVS""]"	nGNX7qpJhd	2026-05-15 16:28:00	EagleNXT Provides Shareholder Update as Second Quarter Momentum Builds Across Defense and Commercial Markets	Globe Newswire	54.34	NYSE AMERICAN	2026-05-15 16:28:00.237335	0.445	0.0193	0.5357	0.4258	positive	NO:sentiment_score,Float
FSI	"[""FSI""]"	nGNX5bMqnw	2026-05-15 16:30:00	FSI ANNOUNCES FIRST QUARTER, 2026 FINANCIAL RESULTS	Globe Newswire	8.11	NYSE AMERICAN	2026-05-15 16:30:00.195395	0.0585	0.1146	0.8269	-0.0561	negative	NO:sentiment_score
XWIN	"[""XWIN""]"	nGNX3YwlxS	2026-05-15 16:30:00	XMax Inc. Announces First Quarter 2026 Financial Results	Globe Newswire	46.73	NASDAQ	2026-05-15 16:30:00.259155	0.1106	0.123	0.7664	-0.0124	neutral	NO:sentiment_score
BEEM	"[""BEEM""]"	nGNX3STk2R	2026-05-15 16:30:00	Beam Global Reports First Quarter 2026 Operating Results	Globe Newswire	19.26	NASDAQ	2026-05-15 16:30:00.411674	0.1795	0.1441	0.6764	0.0354	neutral	NO:sentiment_score
SUNE	"[""SUNE""]"	nGNX2mJHv6	2026-05-15 16:30:00	SUNation Energy Announces 2026 First Quarter Results; Highlights Commercial Growth, Cost Discipline and Strategic Flexibility	Globe Newswire	3.41	NASDAQ	2026-05-15 16:30:00.491325	0.89	0.0119	0.0981	0.8782	positive	YES
ALLR	"[""ALLR""]"	nGNX9C3LHX	2026-05-15 16:30:00	Allarity Therapeutics Reports First Quarter 2026 Results and Continued Stenoparib Development in Multiple Cancers	Globe Newswire	14.97	NASDAQ	2026-05-15 16:30:00.679540	0.7365	0.0167	0.2469	0.7198	positive	YES
CTXR	"[""CTOR"", ""CTXR""]"	nPn7P62Xda	2026-05-15 16:30:00	Citius Pharmaceuticals, Inc. Reports Fiscal Second Quarter 2026 Financial Results and Provides Business Update	PR Newswire	21.88	NASDAQ	2026-05-15 16:30:00.738146	0.0801	0.0463	0.8735	0.0338	neutral	NO:sentiment_score
CTOR	"[""CTOR"", ""CTXR""]"	nPn7P62Xda	2026-05-15 16:30:00	Citius Pharmaceuticals, Inc. Reports Fiscal Second Quarter 2026 Financial Results and Provides Business Update	PR Newswire	21.38	NASDAQ	2026-05-15 16:30:00.740562	0.0801	0.0463	0.8735	0.0338	neutral	NO:sentiment_score
NBGEX	"[""NBGEX"", ""NBH""]"	nPnNpnzZa	2026-05-15 16:30:01	NEUBERGER MUNICIPAL FUND ANNOUNCES MONTHLY DISTRIBUTION	PR Newswire		NASDAQ	2026-05-15 16:30:01.146302	0.064	0.071	0.865	-0.0069	neutral	NO:sentiment_score,Float
NBH	"[""NBGEX"", ""NBH""]"	nPnNpnzZa	2026-05-15 16:30:01	NEUBERGER MUNICIPAL FUND ANNOUNCES MONTHLY DISTRIBUTION	PR Newswire	29.62	NASDAQ	2026-05-15 16:30:01.146628	0.064	0.071	0.865	-0.0069	neutral	NO:sentiment_score
XHLD	"[""XHLD""]"	nPn8kqDr0a	2026-05-15 16:35:00	TEN Holdings Reports First Quarter 2026 Financial Results	PR Newswire	2.41	NASDAQ	2026-05-15 16:35:00.148279	0.1084	0.1208	0.7708	-0.0124	neutral	NO:sentiment_score
NTZ	"[""NTZ""]"	nBw3qwt9Ka	2026-05-15 16:36:00	Natuzzi Announces Financial Results for the Fourth Quarter of 2025	Business Wire	4.21	NYSE	2026-05-15 16:36:00.237871	0.1301	0.0546	0.8153	0.0755	positive	NO:sentiment_score
CDTG	"[""CDTG""]"	nGNX6vZPCl	2026-05-15 16:40:00	CDT Environmental Technology Files 2025 Annual Report on Form 20-F	Globe Newswire	6.56	NASDAQ	2026-05-15 16:40:00.433927	0.0966	0.0569	0.8465	0.0396	neutral	NO:sentiment_score
OPTX	"[""OPTX""]"	nGNX9nr1yz	2026-05-15 16:44:23	Syntec Optics Holdings, Inc. (Nasdaq: OPTX) Reports First Quarter 2026 Results and Strengthened Post-Quarter Balance Sheet	Globe Newswire	6.23	NASDAQ	2026-05-15 16:44:23.408132	0.9393	0.0262	0.0345	0.9131	positive	YES
KIDZ	"[""KIDZ""]"	nACS0cxd2a	2026-05-15 16:45:00	Classover Reports First Quarter 2026 Results and Accelerates Transition Toward AI-Native Intelligent Robotics Ecosystems and Next-Generation Education Platforms	ACCESSWIRE	0.99	NASDAQ	2026-05-15 16:45:00.575495	0.4608	0.0105	0.5287	0.4504	positive	NO:sentiment_score
STG	"[""STG""]"	nNFC6hh51r	2026-05-15 16:48:26	STRACON Group Reports First Quarter 2026 Financial Results	Newsfile Corp	4.79	TSX	2026-05-15 16:48:26.402702	0.1412	0.115	0.7439	0.0262	neutral	NO:sentiment_score
CYAB	"[""CYAB""]"	nGNX32S24C	2026-05-15 16:52:00	Cyabra Reports First Quarter 2026 Results and Highlights Commercial Progress Following Nasdaq Listing	Globe Newswire	5.49	NASDAQ	2026-05-15 16:52:00.413857	0.6789	0.0148	0.3063	0.6641	positive	NO:sentiment_score
SIEB	"[""SIEB""]"	nGNX4yRZ23	2026-05-15 17:00:00	Siebert Reports First Quarter 2026 Financial Results	Globe Newswire	14.94	NASDAQ	2026-05-15 17:00:00.211752	0.0959	0.1071	0.797	-0.0112	neutral	NO:sentiment_score
CAPS	"[""CAPS""]"	nBw5wfvTda	2026-05-15 17:00:00	Capstone Holding Corp. Provides Filing Timeline for Q1 2026 Results	Business Wire	3.7	NASDAQ	2026-05-15 17:00:00.291779	0.0513	0.029	0.9197	0.0223	neutral	NO:sentiment_score
OCCI	"[""OCCI""]"	nBw9pq4tTa	2026-05-15 17:00:00	OFS Credit Company Announces Preliminary Estimates of Certain Financial Results for its Second Fiscal Quarter 2026	Business Wire	28.81	NASDAQ	2026-05-15 17:00:00.417979	0.0965	0.0589	0.8447	0.0376	neutral	NO:sentiment_score
HURA	"[""HURA""]"	nPn22pB9Ta	2026-05-15 17:00:01	TuHURA Biosciences Reports First Quarter 2026 Financial Results and Provides a Corporate Update	PR Newswire	47.89	NASDAQ	2026-05-15 17:00:01.682528	0.0916	0.0291	0.8793	0.0624	positive	NO:sentiment_score
VRTS	"[""VRTS""]"	nNFCwcjV4	2026-05-15 17:00:16	Vertiqal Studios Announces Q1 2026 Results	Newsfile Corp	6.27	TSX	2026-05-15 17:00:16.843214	0.1291	0.1446	0.7264	-0.0155	neutral	NO:sentiment_score
NINE	"[""NINE""]"	nNFC5N0387	2026-05-15 17:00:20	Nine Mile Metals Announces Additions to Management Team and Board of Directors	Newsfile Corp	42.88		2026-05-15 17:00:20.377434	0.1121	0.0321	0.8557	0.08	positive	NO:sentiment_score
PBM	"[""PBM""]"	nNFC63vTfH	2026-05-15 17:04:24	Pacific Bay Corporate Update	Newsfile Corp	0.25		2026-05-15 17:04:24.710707	0.0843	0.0903	0.8254	-0.0059	neutral	NO:sentiment_score
UCAR	"[""UCAR""]"	nPn3fzCNPa	2026-05-15 17:11:26	U Power Reports Financial Results for Full Year of 2025	PR Newswire	2.04	NASDAQ	2026-05-15 17:11:26.909410	0.1547	0.1221	0.7232	0.0326	neutral	NO:sentiment_score
CHNR	"[""CHNR""]"	nPn2qYDG3a	2026-05-15 17:13:27	CHINA NATURAL RESOURCES, INC. REPORTS FULL YEAR 2025 RESULTS	PR Newswire	0.52	NASDAQ	2026-05-15 17:13:27.184352	0.0436	0.0621	0.8943	-0.0185	neutral	NO:sentiment_score
GEMI	"[""GEMI""]"	nBw3PcCdFa	2026-05-15 17:39:00	Gemini Space 72 Hour Deadline Alert: Kahn Swick & Foti, LLC Reminds Investors With Losses In Excess Of $100,000 of Deadline in Class Action Lawsuit Against Gemini Space Station, Inc. - GEMI	Business Wire	38.2	NASDAQ	2026-05-15 17:39:00.207205	0.3334	0.3176	0.349	0.0158	neutral	NO:sentiment_score
SKE	"[""SKE""]"	nGNX6dfTn0	2026-05-15 17:55:41	Skeena Gold & Silver Reports Q1 2026 Financial Results	Globe Newswire	92.61	TSX	2026-05-15 17:55:41.177045	0.1105	0.1513	0.7382	-0.0408	neutral	NO:sentiment_score,Float
AGPU	"[""AGPU""]"	nGNX59JsjX	2026-05-15 17:59:37	Axe Compute Inc. Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	3.87	NASDAQ	2026-05-15 17:59:37.260464	0.0569	0.0351	0.908	0.0217	neutral	NO:sentiment_score
BOXL	"[""BOXL""]"	nBw1PY2MBa	2026-05-15 18:00:00	Boxlight Reports First Quarter 2026 Financial Results	Business Wire	2.49	NASDAQ	2026-05-15 18:00:00.238661	0.1141	0.1122	0.7736	0.0019	neutral	NO:sentiment_score
ONCO	"[""ONCO""]"	nACS8j6ksa	2026-05-15 18:00:01	Onco-Innovations Strengthens Quality Testing for Lead PNKP Inhibitor Drug Candidate	ACCESSWIRE	0.58		2026-05-15 18:00:01.263160	0.8532	0.0225	0.1242	0.8307	positive	YES
PHR	"[""PHR""]"	nBw4ZyhKa	2026-05-15 19:00:00	INVESTOR ALERT: Securities Class Action Filed Against Phreesia, Inc. – Investors Encouraged to Contact Kirby McInerney LLP	Business Wire	46.13	NYSE	2026-05-15 19:00:00.555533	0.1458	0.1513	0.7028	-0.0055	neutral	NO:sentiment_score
AZN	"[""AZN""]"	nBwQY8dHa	2026-05-15 21:52:00	ENHERTU® (fam-trastuzumab deruxtecan-nxki) approved in the US for two new indications for patients with HER2-positive early breast cancer	Business Wire	1480.0	LSE	2026-05-15 21:52:00.262715	0.8841	0.0217	0.0942	0.8624	positive	NO:Float
RIO	"[""RIO""]"	nGNX64Zzvz	2026-05-15 22:35:47	Rio2 Reports First Quarter 2026 Financial Results and Operations Update	Globe Newswire	1250.0	TSX	2026-05-15 22:35:47.422777	0.0853	0.0762	0.8385	0.0091	neutral	NO:sentiment_score,Float
