Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
ZTS	"[""ZTS""]"	nACSJwCrSa	2026-06-09 19:20:01.031	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Zoetis Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ZTS	ACCESSWIRE	416.83	NYSE		44444.0	44444.0	2026-06-09 19:20:01.051510	0.1649	0.0429	0.7922	0.122	positive	BAD	skipped:excluded_string	skipped:not_armed	0.2301	0.267	0.149	0.539	0.0993	2026-06-09 19:20:01.426843
PMI	"[""PMI""]"	nPnTxwY8a	2026-06-09 19:23:00.237	Kuehn Law Encourages Investors of Picard Medical Inc. to Contact Law Firm	PR Newswire	30.65	NYSE AMERICAN	0.2644	2.9	1077.5301	2026-06-09 19:23:00.261986	0.1531	0.0157	0.8312	0.1374	positive	BAD	accepted:1002	sentiment_bad_released	-0.0352	-0.0334	0.0098	-0.0029	-0.0113	2026-06-09 19:23:01.435675
RKT	"[""RKT""]"	nPnb5Wf3Ga	2026-06-09 19:34:45.924	Rocket Companies Announces Upsizing and Pricing of Senior Notes due 2031 and Senior Notes due 2034	PR Newswire	960.91	NYSE		44444.0	44444.0	2026-06-09 19:34:45.942814	0.1212	0.0192	0.8596	0.102	positive	BAD	accepted:1003	sentiment_bad_released	0.1625	0.2028	0.069	0.4174	0.1364	2026-06-09 19:34:46.672440
RBLX	"[""RBLX""]"	nPn3fqbrra	2026-06-09 19:42:00.351	RBLX Investors Have Opportunity to Lead Roblox Corporation Securities Fraud Lawsuit	PR Newswire	621.98	NYSE		44444.0	44444.0	2026-06-09 19:42:00.364853	0.1885	0.0303	0.7812	0.1583	positive	BAD	accepted:1004	sentiment_bad_released	0.1127	0.1099	0.093	0.539	0.0491	2026-06-09 19:42:00.833687
BAC	"[""BAC""]"	nPnbjsbcra	2026-06-09 20:00:01.450	Bank of America Highlights Surging Demand for AI-Led Treasury, Fx Solutions in Asia Pacific	PR Newswire	7080.0	NYSE		44444.0	44444.0	2026-06-09 20:00:01.466334	0.6814	0.0403	0.2783	0.6411	positive	OK	accepted:1005	sentiment_ack	0.4753	0.532	0.4035	0.7716	0.4146	2026-06-09 20:00:02.154880
FFAI	"[""FFAI""]"	nBw1kl4Lpa	2026-06-09 20:03:00.451	Faraday Future Welcomes Students From El Segundo School District’s High School STEM Program to Its Global HQ to Discover More About the Company’s Latest EAI Robotics, Steadily Making Progress in Building the EAI Education Ecosystem	Business Wire	285.14	NASDAQ		44444.0	44444.0	2026-06-09 20:03:00.491815	0.7874	0.0134	0.1992	0.774	positive	OK	accepted:1006	sentiment_ack	0.4028	0.521	0.3847	0.8082	0.3691	2026-06-09 20:03:01.161065
FSK	"[""FSK""]"	nNFC7gjPQN	2026-06-09 20:05:13.237	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages FS KKR Capital Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action - FSK	Newsfile Corp	279.18	NYSE		44444.0	44444.0	2026-06-09 20:05:13.269143	0.175	0.0493	0.7757	0.1257	positive	BAD	skipped:excluded_string	skipped:not_armed	0.2243	0.2649	0.1477	0.539	0.0993	2026-06-09 20:05:13.678501
LKQ	"[""LKQ""]"	nPnbythCZa	2026-06-09 21:09:00.237	LKQ Investor Alert - LKQ Corporation Stockholders with Large Losses Should Contact Robbins LLP for Information About the Securities Fraud Class Action Lawsuit	PR Newswire	253.04	NASDAQ		44444.0	44444.0	2026-06-09 21:09:00.271393	0.1336	0.0925	0.7739	0.0411	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.058	-0.0977	-0.0331	0.7167	0.0071	2026-06-09 21:09:00.703786
GPK	"[""GPK""]"	nACSLtHTBa	2026-06-09 21:55:00.574	ROSEN, A LEADING AND TOP RANKED LAW FIRM, Encourages Graphic Packaging Holding Company Investors to Secure Counsel Before Important Deadline in Securities Class Action - GPK	ACCESSWIRE	291.25	NYSE		44444.0	44444.0	2026-06-09 21:55:00.603953	0.2825	0.0143	0.7033	0.2682	positive	OK	skipped:excluded_string	skipped:not_armed	0.2314	0.2637	0.1428	0.539	0.09	2026-06-09 21:55:01.031329
BKNG	"[""BKNG""]"	nPNAKmJVja	2026-06-09 22:00:00.294	Agoda Reveals Growing Interest Among Japanese Travelers Ahead of Global Football Event in Summer 2026	PR Newswire	773.12	NASDAQ		44444.0	44444.0	2026-06-09 22:00:00.314852	0.7214	0.0227	0.2559	0.6988	positive	OK	accepted:1000	sentiment_ack	0.5556	0.6984	0.5277	0.91	0.5483	2026-06-09 22:00:00.811402
BCS	"[""BCS"", ""BARC""]"	nNFCRMLHg	2026-06-09 22:04:12.824	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Barclays PLC Investors to Inquire About Securities Class Action Investigation - BCS	Newsfile Corp	3390.0	NYSE		44444.0	44444.0	2026-06-09 22:04:12.866341	0.1435	0.0455	0.811	0.098	positive	BAD	skipped:excluded_string	skipped:not_armed	0.0169	-0.057	0.0224	0.3755	-0.0228	2026-06-09 22:04:13.423491
BARC	"[""BCS"", ""BARC""]"	nNFCRMLHg	2026-06-09 22:04:12.824	ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Barclays PLC Investors to Inquire About Securities Class Action Investigation - BCS	Newsfile Corp		NYSE		44444.0	44444.0	2026-06-09 22:04:12.869472	0.1435	0.0455	0.811	0.098	positive	BAD	skipped:excluded_string	skipped:not_armed	0.0169	-0.057	0.0224	0.3755	-0.0228	2026-06-09 22:04:13.424006
SES	"[""SES""]"	nGNXc4GqgG	2026-06-09 22:35:31.404	SES AI Corporation Securities Fraud Class Action Result of Weak Revenue Guidance and 37% Stock Decline - Investors May Contact Lewis Kahn, Esq, at Kahn Swick & Foti, LLC	Globe Newswire	236.01	NYSE		44444.0	44444.0	2026-06-09 22:35:31.435274	0.0522	0.7216	0.2262	-0.6694	negative	BAD	accepted:1001	sentiment_bad_released	0.0483	0.076	0.0424	0.3158	0.0267	2026-06-09 22:35:31.872514
ZTS	"[""ZTS""]"	nNFC1hlCTh	2026-06-09 22:36:12.860	ROSEN, LEADING INVESTOR COUNSEL, Encourages Zoetis Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ZTS	Newsfile Corp	416.83	NYSE		44444.0	44444.0	2026-06-09 22:36:12.891070	0.1605	0.027	0.8125	0.1335	positive	BAD	skipped:excluded_string	skipped:not_armed	0.2301	0.2679	0.1519	0.539	0.1056	2026-06-09 22:36:13.215538
PICS	"[""PICS""]"	nGNX9DfHTX	2026-06-09 22:37:25.443	PicS N.V. Notice of August 4, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline	Globe Newswire	22.23	NASDAQ	9.42	4193.1	1419.4497	2026-06-09 22:37:25.472144	0.1412	0.0755	0.7833	0.0657	positive	BAD	accepted:1002	sentiment_bad_released	0.029	0.0445	0.0263	0.2627	-0.0076	2026-06-09 22:37:25.954428
