Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	body_sentiment	BodyCompletedAt	body_duration_ms	Trigger
PDCC	"[""PDCC""]"	nPn72s0DPa	2026-05-12 09:29:00	Pearl Diver Credit Company Inc. Schedules First Quarter 2026 Earnings Release and Conference Call	PR Newswire	2.54	2026-05-12 09:29:00.202329	0.0509	0.0756	0.8735	-0.0247	neutral		2026-05-12 09:29:01.551285	1426.86	NO:sentiment_score
DXLG	"[""DXLG""]"	nGNX9lshlk	2026-05-12 09:29:00	Zodiac Partners II, LLC Launches a $46 million Tender Offer to Acquire Destination XL Group, Inc. for $0.82 Per Share in Cash	Globe Newswire	48.42	2026-05-12 09:29:00.301595	0.6058	0.0185	0.3757	0.5873	positive	0.5055	2026-05-12 09:29:02.041350	1835.98	NO:sentiment_score
EVAX	"[""EVAX""]"	nGNE6SWxfc	2026-05-12 09:30:00	Evaxion to present new data for EVX-04, an off-the-shelf therapeutic vaccine for acute myeloid leukemia, at the EHA 2026 Congress	Globe Newswire	6.74	2026-05-12 09:30:00.194519	0.4228	0.015	0.5622	0.4079	positive	0.2902	2026-05-12 09:30:03.068037	2935.32	NO:sentiment_score
ALP	"[""ALP""]"	nGNX1jgn1Z	2026-05-12 09:30:00	Alpha Compute Closes $32.2 Million Revenue Contract with AI Lab Customer	Globe Newswire	19.64	2026-05-12 09:30:00.588083	0.5132	0.1125	0.3744	0.4007	positive	0.2997	2026-05-12 09:30:03.740682	3197.67	NO:sentiment_score
MBRX	"[""MBRX""]"	nGNXbNtCqD	2026-05-12 09:30:00	Independent Cleveland Clinic Review Finds No Clinically Significant Cardiotoxicity with Moleculin's Annamycin in R/R AML Patients Dosed Beyond Conventional Anthracycline Limits	Globe Newswire	5.29	2026-05-12 09:30:00.673953	0.6297	0.141	0.2294	0.4887	positive	0.2716	2026-05-12 09:30:04.792393	1723.36	NO:sentiment_score
ACHV	"[""ACHV""]"	nPnF5ZtPa	2026-05-12 09:35:36	53% of Americans carry credit card balances to cover essential living expenses, Achieve survey finds	PR Newswire	46.59	2026-05-12 09:35:37.024469	0.2466	0.0557	0.6976	0.1909	positive		2026-05-12 09:35:38.065916	1105.35	NO:sentiment_score
MOBX	"[""MOBX""]"	nBwbzSZ1qa	2026-05-12 09:40:00	Mobix Labs Expands Boeing 737NG Aerospace Deployment	Business Wire	8.55	2026-05-12 09:40:00.285784	0.2991	0.0149	0.6861	0.2842	positive		2026-05-12 09:40:00.534682	323.68	NO:sentiment_score
RAIN	"[""RAIN""]"	nNFC7YWDgb	2026-05-12 09:58:38	Rain City Resources Inc. Announces Formal Evaluation Framework with YLB in Bolivia	Newsfile Corp	8.13	2026-05-12 09:58:39.052720	0.1368	0.0217	0.8415	0.1151	positive		2026-05-12 09:58:40.097297	1101.19	NO:sentiment_score
MSS	"[""MSS""]"	nACS0w7xRa	2026-05-12 10:00:00	Maison Solutions Inc. Regains Compliance with Nasdaq Minimum Bid Price Requirement	ACCESSWIRE	1.29	2026-05-12 10:00:00.818296	0.6812	0.0391	0.2797	0.6421	positive	0.0738	2026-05-12 10:00:01.610826	848.15	NO:sentiment_score
QNC	"[""QNC""]"	nNFC9SQmHx	2026-05-12 10:06:17	Quantum-Secured Power for a Post-Quantum World: AEGIS, Quantum eMotion and SEETEL Unveil Defence-Grade Energy Storage Platform	Newsfile Corp	212.03	2026-05-12 10:06:17.291484	0.1515	0.012	0.8365	0.1395	positive	0.5287	2026-05-12 10:06:18.685373	1484.82	NO:sentiment_score,Float
EXE	"[""EXE""]"	nGNX36VKMW	2026-05-12 10:06:34	Extendicare Files Business Acquisition Report in connection with the CBI Home Health Acquisition	Globe Newswire	237.72	2026-05-12 10:06:34.218655	0.0705	0.0369	0.8926	0.0336	neutral	0.041	2026-05-12 10:06:35.260728	1102.91	NO:sentiment_score,Float
COSM	"[""COSM""]"	nACSYS8YDa	2026-05-12 10:15:00	Cosmos Health Announces Withdrawal of Registration Statement on Form S-1	ACCESSWIRE	28.16	2026-05-12 10:15:00.782949	0.0471	0.6276	0.3253	-0.5805	negative	0.0648	2026-05-12 10:15:01.713856	994.77	NO:sentiment_score
FRMM	"[""FRMM""]"	nPn968Lsha	2026-05-12 10:20:00	SHAREHOLDER ALERT: Purcell & Lefkowitz LLP Announces Shareholder Investigation of Forum Markets, Incorporated (NASDAQ: FRMM)	PR Newswire	9.12	2026-05-12 10:20:00.171898	0.1457	0.1216	0.7327	0.0242	neutral	0.0041	2026-05-12 10:20:00.504428	398.3	NO:sentiment_score
VMD	"[""VMD""]"	nNFCqZFXS	2026-05-12 10:26:58	Stonegate Capital Partners Updates Coverage on Viemed Healthcare, Inc. (VMD) 1Q26	Newsfile Corp	33.32	2026-05-12 10:26:58.860691	0.1122	0.0746	0.8132	0.0376	neutral	0.2545	2026-05-12 10:26:59.374111	590.23	NO:sentiment_score
GEMI	"[""GEMI""]"	nGNXb9dFxw	2026-05-12 10:33:00	SHAREHOLDER ALERT Bernstein Liebhard LLP Announces A Securities Fraud Class Action Lawsuit Has Been Filed Against Gemini Space Station, Inc. (GEMI)	Globe Newswire	38.2	2026-05-12 10:33:00.721153	0.1572	0.444	0.3988	-0.2868	negative	0.1024	2026-05-12 10:33:01.415871	766.24	NO:sentiment_score
ARDT	"[""ARDT""]"	nACSp7bVra	2026-05-12 11:00:00	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Ardent Health, Inc. (ARDT) And Encourages Shareholders to Reach Out	ACCESSWIRE	22.42	2026-05-12 11:00:00.468954	0.2629	0.0991	0.638	0.1637	positive	0.0029	2026-05-12 11:00:01.933680	1524.9	NO:sentiment_score
III	"[""III""]"	nBwbLFFkSa	2026-05-12 11:00:00	U.S. Aerospace, Defense Firms Accelerate Digital Strategies	Business Wire	33.28	2026-05-12 11:00:00.601613	0.2849	0.0178	0.6973	0.2671	positive	0.2007	2026-05-12 11:00:03.421331	2875.96	NO:sentiment_score
UHG	"[""UHG""]"	nACS7BL25a	2026-05-12 11:00:00	UHG SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	2026-05-12 11:00:00.852539	0.1608	0.2204	0.6188	-0.0596	negative		2026-05-12 11:00:04.140399	2204.65	NO:sentiment_score
FTFT	"[""FTFT""]"	nACSf6c75a	2026-05-12 11:00:01	Bronstein, Gewirtz & Grossman, LLC Is Investigating Future FinTech Group Inc. (FTFT) And Encourages Investors to Connect	ACCESSWIRE	2.33	2026-05-12 11:00:01.304572	0.1551	0.0366	0.8083	0.1185	positive	0.0569	2026-05-12 11:00:04.395872	969.03	NO:sentiment_score
VTGN	"[""VTGN""]"	nACS6hW69a	2026-05-12 11:00:02	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Vistagen Therapeutics, Inc. (VTGN) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	33.78	2026-05-12 11:00:02.781717	0.1822	0.0608	0.7569	0.1214	positive	0.0382	2026-05-12 11:00:05.182681	1037.44	NO:sentiment_score
DMRC	"[""DMRC""]"	nACSjtn9Pa	2026-05-12 11:00:03	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Digimarc Corporation (DMRC) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	16.8	2026-05-12 11:00:03.150406	0.1654	0.0418	0.7928	0.1236	positive	0.0842	2026-05-12 11:00:05.565186	1160.8	NO:sentiment_score
PMI	"[""PMI""]"	nACSnwDXla	2026-05-12 11:00:03	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Picard Medical, Inc. (PMI) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	24.95	2026-05-12 11:00:03.643290	0.2154	0.0576	0.727	0.1579	positive	-0.0271	2026-05-12 11:00:06.366783	1181.23	NO:sentiment_score
LAKE	"[""LAKE""]"	nACSMH0F6a	2026-05-12 11:00:04	Lakeland Industries, Inc. (LAKE) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	8.44	2026-05-12 11:00:04.803496	0.1955	0.0498	0.7547	0.1457	positive	0.0587	2026-05-12 11:00:06.547555	978.06	NO:sentiment_score
LEE	"[""LEE""]"	nACSNd3RGa	2026-05-12 11:00:05	Bronstein, Gewirtz & Grossman, LLC Is Investigating Lee Enterprises, Inc. (LEE) And Encourages Investors to Connect	ACCESSWIRE	5.91	2026-05-12 11:00:05.285689	0.0781	0.0446	0.8773	0.0335	neutral	-0.0655	2026-05-12 11:00:07.393576	1024.78	NO:sentiment_score
GAIA	"[""GAIA""]"	nACSnls5va	2026-05-12 11:00:06	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Gaia, Inc. (GAIA) And Encourages Stockholders to Reach Out	ACCESSWIRE	17.79	2026-05-12 11:00:06.784539	0.1718	0.0769	0.7513	0.0949	positive	-0.4219	2026-05-12 11:00:07.588230	845.49	NO:sentiment_score
BRAI	"[""BRAI""]"	nPRrC1930a	2026-05-12 11:46:31	REG-BlackRock American Income Trust Plc: Issue of Equity	PR Newswire	17.7	2026-05-12 11:46:31.155664	0.0606	0.0415	0.8979	0.0191	neutral		2026-05-12 11:46:31.496586	416.1	NO:sentiment_score
FLUX	"[""FLUX""]"	nGNEbtBvXg	2026-05-12 12:00:00	REG-Fluxys Belgium: Regulated information - Payment of dividend	Globe Newswire	17.04	2026-05-12 12:00:00.315290	0.0704	0.0334	0.8962	0.0371	neutral		2026-05-12 12:00:00.638162	380.03	NO:sentiment_score
UHG	"[""UHG""]"	nGNX6Bffzm	2026-05-12 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges United Homes Group, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	11.21	2026-05-12 12:00:00.518334	0.1505	0.2528	0.5966	-0.1023	negative		2026-05-12 12:00:02.384008	1743.57	NO:sentiment_score
AIRO	"[""AIRO""]"	nBwbFd3l5a	2026-05-12 12:00:00	AIRO Unveils Full-Scale Next-Generation Dual-Use Aircraft Platform at XPONENTIAL 2026	Business Wire	20.02	2026-05-12 12:00:00.472353	0.2276	0.0082	0.7642	0.2195	positive	0.3017	2026-05-12 12:00:02.742359	2345.9	NO:sentiment_score
GEMI	"[""GEMI""]"	nNFC2b4wmj	2026-05-12 12:00:17	Bronstein, Gewirtz & Grossman LLC Urges Gemini Space Station, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	38.2	2026-05-12 12:00:17.635251	0.1485	0.2226	0.6289	-0.0741	negative	0.1239	2026-05-12 12:00:18.292790	733.11	NO:sentiment_score
CHOW	"[""CHOW""]"	nNFC3SB8RH	2026-05-12 12:00:18	Bronstein, Gewirtz & Grossman LLC Urges ChowChow Cloud International Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	10.64	2026-05-12 12:00:19.036530	0.1333	0.3273	0.5394	-0.194	negative	0.0509	2026-05-12 12:00:20.100527	1174.89	NO:sentiment_score
FCHL	"[""FCHL""]"	nNFC86Wg51	2026-05-12 12:00:19	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	0.35	2026-05-12 12:00:19.129243	0.144	0.192	0.664	-0.048	neutral	-0.041	2026-05-12 12:00:20.300247	1246.72	NO:sentiment_score
LHAI	"[""LHAI""]"	nGNX1sCxTW	2026-05-12 12:02:00	Linkhome Holdings Inc. Enters Definitive Agreement to Acquire Mortgage One Group	Globe Newswire	7.0	2026-05-12 12:02:00.290212	0.3959	0.023	0.581	0.3729	positive	0.0791	2026-05-12 12:02:01.468263	1278.1	NO:sentiment_score
BFRG	"[""BFRG""]"	nBw8t94TGa	2026-05-12 12:38:00	Bharat Forge Signs Long-Term Contract with Embraer for Landing Gear Forgings	Business Wire	13.8	2026-05-12 12:38:00.232075	0.812	0.0162	0.1718	0.7958	positive		2026-05-12 12:38:00.608166	448.22	YES
TRI	"[""TRI""]"	nPnhmcKZa	2026-05-12 13:00:02	Thomson Reuters and Anthropic Expand Partnership to Connect Claude with CoCounsel Legal	PR Newswire	134.12	2026-05-12 13:00:02.918371	0.7304	0.0096	0.26	0.7209	positive		2026-05-12 13:00:03.715792	866.2	NO:Float
ATRA	"[""ATRA""]"	nNFC988GGn	2026-05-12 13:01:27	ATARA DEADLINE: ROSEN, TRUSTED INVESTOR COUNSEL, Encourages Atara Biotherapeutics, Inc. Investors with Losses in Excess of $100K to Secure Counsel Before Important Deadline in Securities Class Action - ATRA	Newsfile Corp	4.86	2026-05-12 13:01:27.135965	0.2293	0.0395	0.7311	0.1898	positive	0.0863	2026-05-12 13:01:27.743322	685.54	NO:sentiment_score
SKYE	"[""SKYE""]"	nGNXcGGbh	2026-05-12 13:33:53	UPDATE – Skye Bioscience Reports First Quarter 2026 Financial Results and Business Update	Globe Newswire	22.31	2026-05-12 13:33:53.365637	0.0973	0.0823	0.8203	0.015	neutral	0.1497	2026-05-12 13:33:55.996916	2708.37	NO:sentiment_score
DXF	"[""DXF""]"	nPn18n84sa	2026-05-12 13:45:03	Eason Technology Limited Issues Statement Regarding Unusual Market Action	PR Newswire	2.9013	2026-05-12 13:45:03.999526	0.1285	0.3074	0.564	-0.1789	negative	-0.0406	2026-05-12 13:45:04.847948	904.67	NO:sentiment_score
XXII	"[""XXII""]"	nGNXbH8cJc	2026-05-12 13:50:00	22nd Century Group, Inc. Highlights FDA Filing of VLN® MRTP Renewal Applications for Scientific Review	Globe Newswire	0.7	2026-05-12 13:50:00.265855	0.2146	0.0409	0.7445	0.1737	positive	0.5173	2026-05-12 13:50:01.311526	1117.05	NO:sentiment_score
ATRA	"[""ATRA""]"	nGNX8mnp28	2026-05-12 14:00:40	Deadline Alert: Atara Biotherapeutics, Inc. (ATRA) Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP About Securities Fraud Lawsuit	Globe Newswire	4.86	2026-05-12 14:00:40.242684	0.1121	0.4229	0.465	-0.3108	negative	0.0816	2026-05-12 14:00:41.087500	933.21	NO:sentiment_score
CHOW	"[""CHOW""]"	nGNXkS2GS	2026-05-12 14:02:59	Deadline Alert: ChowChow Cloud International Holdings Limited (CHOW) Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP About Securities Fraud Lawsuit	Globe Newswire	10.64	2026-05-12 14:02:59.235416	0.1161	0.4893	0.3945	-0.3732	negative	-0.1616	2026-05-12 14:03:00.126650	968.41	NO:sentiment_score
ISPC	"[""ISPC""]"	nGNX3mxCTk	2026-05-12 14:16:14	E.F. Hutton & Co. Serves as Exclusive Placement Agent on iSpecimen Inc. $2.5 Million Private Placement	Globe Newswire	0.74	2026-05-12 14:16:14.227689	0.1073	0.0163	0.8763	0.091	positive	0.3932	2026-05-12 14:16:14.646788	493.59	NO:sentiment_score
OSTX	"[""OSTX""]"	nNFC1ZCLLG	2026-05-12 14:35:40	Stonegate Capital Partners Updates Coverage on OS Therapies Inc. (OSTX)	Newsfile Corp	29.77	2026-05-12 14:35:40.940584	0.0995	0.0469	0.8536	0.0527	positive	0.5579	2026-05-12 14:35:41.380540	526.48	NO:sentiment_score
YCBD	"[""YCBD""]"	nPn2lZ4yqa	2026-05-12 15:03:24	cbdMD, Inc. to Host Conference Call to Discuss March 31, 2026, Second Quarter Results	PR Newswire	9.36	2026-05-12 15:03:24.553468	0.1305	0.0222	0.8473	0.1082	positive	0.2915	2026-05-12 15:03:25.308183	827.09	NO:sentiment_score
FRMM	"[""FRMM""]"	nPn5wbNJsa	2026-05-12 15:16:50	Forum Announces Initiation of Analyst Coverage by Clear Street	PR Newswire	9.12	2026-05-12 15:16:50.639548	0.1271	0.0373	0.8356	0.0897	positive	0.2197	2026-05-12 15:16:52.333621	1755.52	NO:sentiment_score
GEMI	"[""GEMI""]"	nGNX7KtSWt	2026-05-12 15:24:59	"GEMI 6-DAY DEADLINE: Lawsuit Alleges IPO Documents Concealed Impending ""Corporate Pivot"" and Executive Turmoil - Gemini Space Station Investors Face Losses – Hagens Berman"	Globe Newswire	38.2	2026-05-12 15:24:59.233492	0.0911	0.6495	0.2594	-0.5584	negative	-0.1714	2026-05-12 15:24:59.982385	811.64	NO:sentiment_score
BK	"[""BK""]"	nGNX5pPfqt	2026-05-12 16:00:00	Canadian Banc Corp. Announces Class A Share Split	Globe Newswire	684.48	2026-05-12 16:00:00.358611	0.1159	0.0717	0.8124	0.0442	neutral		2026-05-12 16:00:01.256276	982.28	NO:sentiment_score,Float
UHG	"[""UHG""]"	nBw8NyHgJa	2026-05-12 16:00:00	UHG Investor Alert: United Homes Group Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Disclosures Allegedly Revealed Hidden Scheme: Levi & Korsinsky	Business Wire	11.21	2026-05-12 16:00:00.635437	0.0894	0.2558	0.6548	-0.1664	negative		2026-05-12 16:00:03.833710	2573.34	NO:sentiment_score
MOLN	"[""MOLN""]"	nGNX5T8CC	2026-05-12 16:00:00	Molecular Partners Reports Financial Results and Highlights for Q1 2026, with Clinical Studies Initiated on MP0712 and MP0317	Globe Newswire	37.31	2026-05-12 16:00:00.634936	0.1738	0.0252	0.801	0.1486	positive	0.3281	2026-05-12 16:00:07.813477	7273.54	NO:sentiment_score
CRIS	"[""CRIS""]"	nPnbCRkcHa	2026-05-12 16:00:00	Curis Provides First Quarter 2026 Business Update	PR Newswire	38.54	2026-05-12 16:00:00.624581	0.0588	0.02	0.9212	0.0388	neutral	0.0058	2026-05-12 16:00:08.404536	4566.71	NO:sentiment_score
BRBS	"[""BRBS""]"	nPn3f96FGa	2026-05-12 16:00:00	Blue Ridge Bank, N.A. Hires Robert J. Campbell to Lead Central Virginia Market	PR Newswire	62.63	2026-05-12 16:00:00.818632	0.0738	0.0163	0.9099	0.0575	positive	0.018	2026-05-12 16:00:08.592742	776.79	NO:sentiment_score,Float
QTRX	"[""QTRX""]"	nBw4Vx674a	2026-05-12 16:01:00	Quanterix Announces Planned Transition of Chief Financial Officer	Business Wire	38.12	2026-05-12 16:01:00.467798	0.0624	0.0699	0.8676	-0.0075	neutral	-0.2027	2026-05-12 16:01:01.720254	1296.24	NO:sentiment_score
TLSI	"[""TLSI""]"	nBw8cZQV2a	2026-05-12 16:01:00	TriSalus Life Sciences Reports First Quarter 2026 Results Demonstrating Commercial and Clinical Progress for Facilitating Long-Term Growth	Business Wire	41.51	2026-05-12 16:01:00.569257	0.9033	0.0156	0.0811	0.8877	positive		2026-05-12 16:01:07.154061	5424.98	YES
FEAM	"[""FEAM""]"	nACSccRJYa	2026-05-12 16:01:00	5E Advanced Materials Signs First Milestone Offtake Heads of Agreement with Domestic Industrial Customer	ACCESSWIRE	20.95	2026-05-12 16:01:00.652808	0.6744	0.0261	0.2995	0.6483	positive		2026-05-12 16:01:09.497722	2336.03	NO:sentiment_score
LCTX	"[""LCTX""]"	nBw5f6C1Za	2026-05-12 16:01:00	Lineage Cell Therapeutics Reports First Quarter 2026 Financial Results and Provides Business Update	Business Wire	236.33	2026-05-12 16:01:00.499980	0.0926	0.0339	0.8735	0.0588	positive	0.2269	2026-05-12 16:01:11.047446	10629.95	NO:sentiment_score,Float
AURA	"[""AURA""]"	nGNX6VCNzG	2026-05-12 16:01:00	Aura Biosciences to Participate in Upcoming Investor Conferences	Globe Newswire	44.71	2026-05-12 16:01:00.760788	0.2043	0.0277	0.768	0.1765	positive	0.143	2026-05-12 16:01:12.605140	1548.23	NO:sentiment_score
IZEA	"[""IZEA""]"	nGNXY74d5	2026-05-12 16:01:00	IZEA Reports Q1 2026 Revenue of $6.6 Million, Strengthens Enterprise Client Base, Launches AI-Powered ZED Platform	Globe Newswire	13.05	2026-05-12 16:01:00.773740	0.6214	0.0134	0.3652	0.6081	positive	0.1758	2026-05-12 16:01:15.299602	5806.4	NO:sentiment_score
VRCA	"[""VRCA""]"	nGNX98cwTT	2026-05-12 16:01:00	Verrica Pharmaceuticals Reports First Quarter 2026 Financial Results	Globe Newswire	8.3	2026-05-12 16:01:00.999233	0.1364	0.098	0.7655	0.0384	neutral	0.0918	2026-05-12 16:01:19.173631	6559.27	NO:sentiment_score
OPRX	"[""OPRX""]"	nGNX9hxD1t	2026-05-12 16:01:01	OptimizeRx Reports First Quarter 2026 Financial Results and Updates Fiscal Year 2026 Guidance	Globe Newswire	15.64	2026-05-12 16:01:01.221407	0.0911	0.0508	0.8581	0.0403	neutral	0.5648	2026-05-12 16:01:20.402246	5095.62	NO:sentiment_score
KITT	"[""KITT""]"	nPn6xmgPpa	2026-05-12 16:02:00	Nauticus Robotics, Inc. Announces Date for 2026 First Quarter Earnings Conference Call	PR Newswire	4.21	2026-05-12 16:02:00.533470	0.0572	0.0559	0.8869	0.0014	neutral		2026-05-12 16:02:02.811912	2350.77	NO:sentiment_score
KYTX	"[""KYTX""]"	nGNX3pSrqn	2026-05-12 16:02:00	Kyverna Therapeutics Announces Initiation of Rolling SPS BLA Submission and Reports First Quarter 2026 Financial Results	Globe Newswire	36.45	2026-05-12 16:02:00.443516	0.102	0.0459	0.852	0.0561	positive	0.3424	2026-05-12 16:02:05.165835	4816.6	NO:sentiment_score
CNTB	"[""CNTB""]"	nGNX2KVHT5	2026-05-12 16:05:00	Connect Biopharma to Present at the H.C. Wainwright 4th Annual BioConnect Investor Conference	Globe Newswire	12.86	2026-05-12 16:05:00.502961	0.135	0.0162	0.8488	0.1188	positive	0.1845	2026-05-12 16:05:02.382020	1926.36	NO:sentiment_score
NYXH	"[""NYXH""]"	nGNE6TdMB2	2026-05-12 16:05:00	REG-Nyxoah Reports First Quarter 2026 Financial and Operating Results	Globe Newswire	24.2	2026-05-12 16:05:00.286426	0.2733	0.119	0.6077	0.1543	positive	0.5879	2026-05-12 16:05:06.577238	6368.06	NO:sentiment_score
LASE	"[""LASE""]"	nACSX2mCfa	2026-05-12 16:05:00	Laser Photonics Appoints Roman Franklin as Chief Financial Officer	ACCESSWIRE	19.83	2026-05-12 16:05:00.805530	0.0519	0.0451	0.903	0.0068	neutral	0.2718	2026-05-12 16:05:08.302831	1722.33	NO:sentiment_score
ZNTL	"[""ZNTL""]"	nGNX5MmTmY	2026-05-12 16:05:00	Zentalis Pharmaceuticals Reports First Quarter 2026 Financial Results and Clinical Progress	Globe Newswire	48.26	2026-05-12 16:05:00.631581	0.125	0.0333	0.8416	0.0917	positive	0.2592	2026-05-12 16:05:08.585704	6206.59	NO:sentiment_score
SNES	"[""SNES""]"	nPn31mcvCa	2026-05-12 16:05:00	SenesTech Reports Record Direct-to-Consumer and Subscription Growth Following Strategic E-Commerce Transition	PR Newswire	5.08	2026-05-12 16:05:01.002599	0.8743	0.0105	0.1151	0.8638	positive	0.4815	2026-05-12 16:05:13.829672	5522.88	YES
IPM	"[""IPM""]"	nACSD7VjDa	2026-05-12 16:05:00	Intelligent Protection Management Corp. Reports First Quarter 2026 Financial Results	ACCESSWIRE	5.73	2026-05-12 16:05:01.002955	0.0899	0.0926	0.8175	-0.0027	neutral	0.365	2026-05-12 16:05:17.901649	9304.89	NO:sentiment_score
IDN	"[""IDN""]"	nBw9s9cXMa	2026-05-12 16:05:00	Intellicheck Announces Record First Quarter 2026 Results	Business Wire	19.3	2026-05-12 16:05:00.995535	0.1159	0.0585	0.8256	0.0574	positive	0.6165	2026-05-12 16:05:18.991828	5157.05	NO:sentiment_score
ELMD	"[""ELMD""]"	nBw20C4Hza	2026-05-12 16:05:01	Electromed, Inc. Announces Record Financial Performance in Fiscal 2026 Third Quarter	Business Wire	6.85	2026-05-12 16:05:01.058630	0.9222	0.0456	0.0322	0.8766	positive	0.5943	2026-05-12 16:05:21.678002	3778.48	YES
DMRC	"[""DMRC""]"	nBw2tSNFha	2026-05-12 16:05:01	Digimarc Reports First Quarter 2026 Financial Results	Business Wire	16.8	2026-05-12 16:05:02.391738	0.133	0.0996	0.7674	0.0334	neutral	0.0966	2026-05-12 16:05:23.263008	4267.79	NO:sentiment_score
TXMD	"[""TXMD""]"	nBw80SKNna	2026-05-12 16:05:01	TherapeuticsMD Announces First Quarter 2026 Financial Results	Business Wire	10.78	2026-05-12 16:05:08.308071	0.1112	0.0797	0.809	0.0315	neutral	0.0782	2026-05-12 16:05:24.917792	1647.72	NO:sentiment_score
TACT	"[""TACT""]"	nBw9QcxPSa	2026-05-12 16:05:01	TransAct Technologies Reports Preliminary First Quarter 2026 Financial Results	Business Wire	9.02	2026-05-12 16:05:06.643512	0.1118	0.0615	0.8266	0.0503	positive	0.7002	2026-05-12 16:05:27.401543	5717.2	NO:sentiment_score
TNON	"[""TNON""]"	nACSfksn9a	2026-05-12 16:05:01	Tenon(R) Medical Reports First Quarter 2026 Financial Results	ACCESSWIRE	10.08	2026-05-12 16:05:08.597280	0.1307	0.1701	0.6993	-0.0394	neutral		2026-05-12 16:05:30.793533	5871.18	NO:sentiment_score
HOUR	"[""HOUR""]"	nGNXc0jrxn	2026-05-12 16:05:01	Hour Loop Reports First Quarter of 2026 Results	Globe Newswire	1.74	2026-05-12 16:05:13.896491	0.0421	0.0683	0.8896	-0.0262	neutral	0.2205	2026-05-12 16:05:31.162025	3761.08	NO:sentiment_score
ATRA	"[""ATRA""]"	nBwbyb4bfa	2026-05-12 16:05:01	Atara Biotherapeutics Announces First Quarter 2026 Financial Results and Operational Progress	Business Wire	4.86	2026-05-12 16:05:17.987239	0.1665	0.0354	0.7981	0.1312	positive	0.1696	2026-05-12 16:05:34.102901	3303.61	NO:sentiment_score
PAYS	"[""PAYS""]"	nBw3GFrk0a	2026-05-12 16:05:01	Paysign’s Patient Affordability Drives 51% Revenue Growth and Significant Margin Expansion for First Quarter 2026	Business Wire	42.69	2026-05-12 16:05:19.001483	0.8991	0.0142	0.0866	0.8849	positive	0.2941	2026-05-12 16:05:37.623111	6451.48	YES
SST	"[""SST""]"	nBw596jCHa	2026-05-12 16:05:01	System1 Announces First Quarter 2026 Financial Results	Business Wire	4.14	2026-05-12 16:05:21.688494	0.1257	0.1161	0.7582	0.0096	neutral		2026-05-12 16:05:37.795912	3688.1	NO:sentiment_score
GYRE	"[""GYRE""]"	nGNX7Gvhyj	2026-05-12 16:05:01	Gyre Therapeutics Announces NMPA Acceptance of New Drug Application for F351 (hydronidone) for CHB-Induced Liver Fibrosis Treatment	Globe Newswire	12.94	2026-05-12 16:05:23.315542	0.8561	0.0142	0.1297	0.8418	positive	0.5906	2026-05-12 16:05:40.590723	2967.2	YES
TELA	"[""TELA""]"	nGNX4910bz	2026-05-12 16:05:01	TELA Bio Reports First Quarter 2026 Financial Results	Globe Newswire	32.55	2026-05-12 16:05:27.407858	0.1405	0.0921	0.7674	0.0484	neutral	0.2204	2026-05-12 16:05:44.481307	3877.09	NO:sentiment_score
HYLN	"[""HYLN""]"	nBw80rwx7a	2026-05-12 16:05:01	Hyliion Holdings Reports First-Quarter 2026 Financial Results	Business Wire	123.31	2026-05-12 16:05:24.931337	0.0945	0.0951	0.8104	-0.0005	neutral	0.3412	2026-05-12 16:05:44.571890	6755.87	NO:sentiment_score,Float
BOF	"[""BOF""]"	nGNX4fNKxK	2026-05-12 16:05:01	BranchOut Food Inc. Announces First Quarter 2026 Earnings Call and Shareholder Update	Globe Newswire	10.61	2026-05-12 16:05:30.800435	0.0478	0.0537	0.8986	-0.0059	neutral	0.0752	2026-05-12 16:05:45.380518	897.55	NO:sentiment_score
