Symbol	Tickers	ID	Created	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
FJET	"[""FJET""]"	nPn3XZMTva	16:30:00.440	2026-06-11 16:30:00.647	FJET Shareholder Alert: Robbins LLP is Investigating Allegations that the Officers and Directors of Starfighters Space, Inc. Violated Securities Laws and Breached Fiduciary Duties to Shareholders	PR Newswire	29.36	NYSE AMERICAN	8.1	157.3	563.9855	2026-06-11 16:30:02.085526	0.1627	0.2572	0.5801	-0.0945	negative	BAD	accepted:1015	sentiment_bad_released	-0.1623	-0.298	-0.0944	0.1699	-0.147	2026-06-11 16:30:02.433618
CARS	"[""CARS""]"	nPn2PrdZca	16:30:01.645	2026-06-11 16:30:01.744	Cars.com Names Sarah Kettler Chief Marketing Officer	PR Newswire	45.27	NYSE	9.59	5130.0	16534.8868	2026-06-11 16:30:03.373515	0.0409	0.0929	0.8662	-0.052	negative	BAD	accepted:1016	sentiment_bad_released	0.3886	0.5493	0.3	0.8095	0.2826	2026-06-11 16:30:03.926619
ATHR	"[""ATHR""]"	nPn4nyYpRa	16:30:02.064	2026-06-11 16:30:02.199	ATHR Shareholder Alert: Robbins LLP is Investigating Allegations that the Officers and Directors of Aether Holdings, Inc. Violated Securities Laws and Breached Fiduciary Duties to Shareholders	PR Newswire	4.12	NASDAQ	3.16	34200.0	205.0	2026-06-11 16:30:03.525528	0.1619	0.2843	0.5538	-0.1224	negative	BAD	accepted:1017	sentiment_bad_released	-0.0523	-0.0928	-0.0286	0.1188	-0.0484	2026-06-11 16:30:04.075451
AUST	"[""AUST""]"	nNFC2JRGrJ	17:00:18.247	2026-06-11 17:00:18.368	Austin Gold Files Technical Report on The Stockade Mountain Project	Newsfile Corp	7.27	NYSE AMERICAN	1.22	22800.0	859.2857	2026-06-11 17:00:18.614590	0.1591	0.1047	0.7362	0.0544	positive	BAD	accepted:1018	sentiment_bad_released	0.254	0.3414	0.1845	0.6412	0.1578	2026-06-11 17:00:19.075708
PICS	"[""PICS""]"	nNFCbd1LRK	17:01:11.692	2026-06-11 17:01:11.813	PicS N.V. Notice of August 4, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline	Newsfile Corp	22.23	NASDAQ	9.4	9500.0	1412.5355	2026-06-11 17:01:11.904530	0.1412	0.0755	0.7833	0.0657	positive	BAD	accepted:1019	sentiment_bad_released	0.014	0.0327	0.017	0.2627	-0.0201	2026-06-11 17:01:12.492917
LASE	"[""LASE""]"	nACSf1Jd3a	17:15:47.439	2026-06-11 17:15:47.582	Laser Photonics Reports First Quarter 2026 Financial Results	ACCESSWIRE	24.6	NASDAQ	2.15	8.6	474.2436	2026-06-11 17:15:47.826871	0.1005	0.068	0.8315	0.0325	neutral	BAD	accepted:1001	sentiment_bad_released	0.5371	0.6788	0.5158	0.9118	0.4243	2026-06-11 17:15:48.390362
MTEK	"[""MTEK"", ""MTEKW""]"	nGNXVL1mM	17:20:00.095	2026-06-11 17:20:00.233	Maris-Tech Announces Receipt of Nasdaq Conditional Compliance Determination Regarding Minimum Stockholders' Equity Requirement	Globe Newswire	5.63	NASDAQ	1.24	514.0	579.8592	2026-06-11 17:20:00.383723	0.4424	0.0614	0.4962	0.381	positive	OK	accepted:1002	sentiment_ack	0.0786	0.0716	0.0701	0.2324	0.0766	2026-06-11 17:20:01.191248
MTEKW	"[""MTEK"", ""MTEKW""]"	nGNXVL1mM	17:20:00.095	2026-06-11 17:20:00.233	Maris-Tech Announces Receipt of Nasdaq Conditional Compliance Determination Regarding Minimum Stockholders' Equity Requirement	Globe Newswire	4.5346	NASDAQ		7568.4	385.4848	2026-06-11 17:20:00.387037	0.4424	0.0614	0.4962	0.381	positive	OK	no_reply	sentiment_ack	0.0786	0.0716	0.0701	0.2324	0.0766	2026-06-11 17:20:05.382767
SIDU	"[""GLND"", ""SIDU""]"	nPn2QzNN7a	17:28:59.627	2026-06-11 17:28:59.743	Greenland Energy Company Announces Addition of Carol Craig to Board of Directors	PR Newswire		NASDAQ		44444.0	44444.0	2026-06-11 17:29:00.004533	0.0986	0.0298	0.8716	0.0687	positive	BAD	skipped:not_armed	skipped:not_armed	0.2745	0.3643	0.176	0.6621	0.1213	2026-06-11 17:29:00.651912
GLND	"[""GLND"", ""SIDU""]"	nPn2QzNN7a	17:28:59.627	2026-06-11 17:28:59.743	Greenland Energy Company Announces Addition of Carol Craig to Board of Directors	PR Newswire	16.33	NASDAQ	2.76	340.1	638.214	2026-06-11 17:28:59.997387	0.0986	0.0298	0.8716	0.0687	positive	BAD	accepted:1003	sentiment_bad_released	0.248	0.3828	0.1534	0.5461	0.0789	2026-06-11 17:29:00.652029
PHR	"[""PHR""]"	nNFC93yJ9j	17:30:13.494	2026-06-11 17:30:13.620	ROSEN, HIGHLY RANKED INVESTOR RIGHTS COUNSEL, Encourages Phreesia, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - PHR	Newsfile Corp	49.77	NYSE	9.14	3411.4	27157.4167	2026-06-11 17:30:13.747225	0.1998	0.0488	0.7514	0.151	positive	BAD	accepted:1005	sentiment_bad_released	0.2128	0.2634	0.1488	0.539	0.1013	2026-06-11 17:30:14.108097
PICS	"[""PICS""]"	nACSK7md0a	17:45:00.650	2026-06-11 17:45:00.765	Lost Money on PicS N.V. (PICS)? Join Class Action Before August 4, 2026 - Contact Levi & Korsinsky	ACCESSWIRE	22.23	NASDAQ	9.4	9500.0	1412.5355	2026-06-11 17:45:01.042053	0.0628	0.0959	0.8414	-0.0331	neutral	BAD	accepted:1006	sentiment_bad_released	0.1545	0.2169	0.086	0.5342	0.0658	2026-06-11 17:45:01.515424
PHR	"[""PHR""]"	nNFCLyGfk	18:17:12.731	2026-06-11 18:17:12.844	PHR SHAREHOLDER NOTICE: Faruqi & Faruqi, LLP Reminds Phreesia (PHR) Investors of Securities Class Action Lawsuit Deadline on July 13, 2026	Newsfile Corp	49.77	NYSE	9.14	3411.4	27157.4167	2026-06-11 18:17:13.106641	0.1469	0.1251	0.7281	0.0218	neutral	BAD	accepted:1008	sentiment_bad_released	-0.151	-0.3119	-0.0789	0.2507	-0.0481	2026-06-11 18:17:13.563972
JTAI	"[""JTAI""]"	nGNX9xs1Tc	18:23:00.101	2026-06-11 18:23:00.284	Jet.AI Announces Adjournment of Previously Scheduled Special Meeting of Stockholders	Globe Newswire	1.37	NASDAQ	7.4	376.6	265.1783	2026-06-11 18:23:00.617527	0.0419	0.2452	0.7129	-0.2032	negative	BAD	accepted:1007	sentiment_bad_released	0.0958	0.0569	0.0392	0.1387	0.0355	2026-06-11 18:23:01.149938
PHR	"[""PHR""]"	nACSBRKxBa	18:44:01.120	2026-06-11 18:44:01.228	ROSEN, HIGHLY RANKED INVESTOR RIGHTS COUNSEL, Encourages Phreesia, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - PHR	ACCESSWIRE	49.77	NYSE	9.14	3411.4	27157.4167	2026-06-11 18:44:01.467428	0.1998	0.0488	0.7514	0.151	positive	BAD	accepted:1009	sentiment_bad_released	0.2123	0.2625	0.1465	0.539	0.0962	2026-06-11 18:44:01.795636
PICS	"[""PICS""]"	nNFC2qqs46	18:50:12.549	2026-06-11 18:50:12.690	PICS SHAREHOLDER NOTICE: Faruqi & Faruqi, LLP Reminds PicS N.V. (PICS) Investors of Securities Class Action Lawsuit Deadline on August 4, 2026	Newsfile Corp	22.23	NASDAQ	9.4	9500.0	1412.5355	2026-06-11 18:50:12.917996	0.1144	0.1361	0.7496	-0.0217	neutral	BAD	accepted:1010	sentiment_bad_released	0.0841	0.0246	0.0642	0.5066	0.1024	2026-06-11 18:50:13.689850
ELWT	"[""ELWT""]"	nGNX359VWp	18:55:00.092	2026-06-11 18:55:00.197	ELWT Investor News: If You Have Suffered Losses in Elauwit Connection, Inc. (NASDAQ: ELWT), You Are Encouraged to Contact The Rosen Law Firm About Your Rights	Globe Newswire	2.16	NASDAQ	6.18	4275.0	258.3438	2026-06-11 18:55:00.345247	0.2072	0.0689	0.7239	0.1383	positive	OK	accepted:1011	sentiment_bad_released	0.1119	0.0575	0.0808	0.5058	0.0195	2026-06-11 18:55:00.711450
CRMT	"[""CRMT""]"	nACSGyNqva	20:00:00.940	2026-06-11 20:00:01.053	ROSEN, SKILLED INVESTOR COUNSEL, Encourages America’s Car-Mart, Inc. Investors to Inquire About Securities Class Action Investigation - CRMT	ACCESSWIRE	7.61	NASDAQ	2.37	2090.0	704.2825	2026-06-11 20:00:03.118064	0.1771	0.0543	0.7686	0.1228	positive	BAD	accepted:1013	sentiment_bad_released	-0.1036	-0.2177	-0.0596	0.4795	-0.1205	2026-06-11 20:00:03.722531
RKDA	"[""RKDA""]"	nGNX8y80rN	20:00:00.151	2026-06-11 20:00:00.537	Arcadia Biosciences (RKDA) Announces $4 Million Private Placement Priced At-The-Market Under Nasdaq Rules	Globe Newswire	2.05	NASDAQ	0.9034	3628.6	611.5509	2026-06-11 20:00:02.961182	0.1304	0.0145	0.8551	0.116	positive	BAD	accepted:1012	sentiment_bad_released	0.1645	0.1727	0.0936	0.4011	0.0903	2026-06-11 20:00:03.763520
PICS	"[""PICS""]"	nACSqssvga	20:15:00.578	2026-06-11 20:15:00.698	PicS N.V. (PICS) Lawsuit - Investors Urged to Contact Levi & Korsinsky Before August 4, 2026	ACCESSWIRE	22.23	NASDAQ	9.4	9500.0	1412.5355	2026-06-11 20:15:00.976526	0.1496	0.094	0.7564	0.0556	positive	BAD	accepted:1014	sentiment_bad_released	0.1627	0.2145	0.0829	0.5342	0.0642	2026-06-11 20:15:01.410857
CARS	"[""CARS""]"	nPn8bzZW6a	21:40:58.947	2026-06-11 21:40:59.040	Cars.com Announces Inducement Awards Under NYSE Listing Rule 303A.08	PR Newswire	45.27	NYSE	9.59	5130.0	16534.8868	2026-06-11 21:40:59.281587	0.0488	0.0538	0.8974	-0.005	neutral	BAD	accepted:1015	sentiment_bad_released	0.2239	0.2035	0.1241	0.3109	0.1298	2026-06-11 21:40:59.606524
HFFG	"[""HFFG""]"	nGNXcgQptD	21:53:14.102	2026-06-11 21:53:14.226	HF Foods Adopts Limited Duration Stockholder Rights Plan	Globe Newswire	37.09	NASDAQ	1.91	20900.0	3245.0	2026-06-11 21:53:14.408890	0.0651	0.0152	0.9197	0.0498	neutral	BAD	accepted:1016	sentiment_bad_released	0.3245	0.3936	0.2268	0.6509	0.2533	2026-06-11 21:53:14.946682
PICS	"[""PICS""]"	nACS3BrLca	21:57:00.778	2026-06-11 21:57:00.883	Investor Alert: Deadline Approaching to Join PicS N.V. (PICS) Class Action – Contact Levi & Korsinsky	ACCESSWIRE	22.23	NASDAQ	9.4	9500.0	1412.5355	2026-06-11 21:57:01.004260	0.1416	0.0851	0.7732	0.0565	positive	BAD	accepted:1017	sentiment_bad_released	0.1627	0.2176	0.0854	0.5342	0.0646	2026-06-11 21:57:01.456547
VNTG	"[""VNTG""]"	nPnbQlqqJa	22:32:41.785	2026-06-11 22:32:41.869	Vantage Secures Position on the Fortune Crypto Innovators List, Highlighting Cross-Market Trading Innovation	PR Newswire	11.37	NYSE AMERICAN	0.7033	4876.7	271.6286	2026-06-11 22:32:42.188928	0.7138	0.0121	0.2741	0.7017	positive	OK	accepted:1000	sentiment_ack	0.4827	0.513	0.3808	0.7917	0.432	2026-06-11 22:32:42.633088
VNTG	"[""VNTG""]"	nPre0nFt7a	22:59:22.313	2026-06-11 22:59:22.398	Vantage Secures Position on the Fortune Crypto Innovators List, Highlighting Cross-Market Trading Innovation	PR Newswire	11.37	NYSE AMERICAN	0.7033	4876.7	271.6286	2026-06-11 22:59:22.829554	0.7138	0.0121	0.2741	0.7017	positive	OK	accepted:1018	sentiment_ack	0.4789	0.5124	0.3779	0.7917	0.4256	2026-06-11 22:59:23.275056
CHOW	"[""CHOW""]"	nGNX2kHbNX	23:23:29.095	2026-06-11 23:23:29.177	ChowChow Cloud International Holdings Limited Provides Response to Unusual Market Action	Globe Newswire	10.76	NYSE AMERICAN	0.7311	368.2	542.3036	2026-06-11 23:23:29.366428	0.1568	0.0341	0.8091	0.1227	positive	BAD	accepted:1019	sentiment_bad_released	0.0695	0.048	0.0509	0.3064	0.0267	2026-06-11 23:23:29.704778
